True Positives	 False Negatives	 False Positives	 True Negatives	 False Positive Rate	 True Positive Rate	 Precision numeric	 Recall numeric	 Fallout numeric	 FMeasure numeric	 Sample Size	 Lift numeric	 Threshold numeric		da curva maior para a menor
27	12	52	104	0,333333	0,692308	0,341772	0,692308	0,658228	0,457627	0,405128	1,708861	0,12		
27	12	49	107	0,314103	0,692308	0,355263	0,692308	0,644737	0,469565	0,389744	1,776316	0,126167		
27	12	48	108	0,307692	0,692308	0,36	0,692308	0,64	0,473684	0,384615	1,8	0,1525		
27	12	47	109	0,301282	0,692308	0,364865	0,692308	0,635135	0,477876	0,379487	1,824324	0,157167		
27	12	46	110	0,294872	0,692308	0,369863	0,692308	0,630137	0,482143	0,374359	1,849315	0,159974		
27	12	45	111	0,288462	0,692308	375	0,692308	625	0,486486	0,369231	1875	0,165669		
27	12	44	112	0,282051	0,692308	0,380282	0,692308	0,619718	0,490909	0,364103	1,901408	167		
26	13	44	112	0,282051	0,666667	0,371429	0,666667	0,628571	0,477064	0,358974	1,857143	0,169286		
26	13	43	113	0,275641	0,666667	0,376812	0,666667	0,623188	0,481481	0,353846	1,884058	0,17		
26	13	41	115	0,262821	0,666667	0,38806	0,666667	0,61194	0,490566	0,34359	1,940299	0,1825		
26	13	40	116	0,25641	0,666667	0,393939	0,666667	0,606061	0,495238	0,338462	1,969697	185		
26	13	39	117	0,25	0,666667	0,4	0,666667	0,6	0,5	0,333333	2	187		
26	13	38	118	0,24359	0,666667	0,40625	0,666667	0,59375	0,504854	0,328205	2,03125	0,19		
26	13	37	119	0,237179	0,666667	0,412698	0,666667	0,587302	0,509804	0,323077	2,063492	0,1925		
26	13	36	120	0,230769	0,666667	0,419355	0,666667	0,580645	0,514851	0,317949	2,096774	0,195865		
25	14	36	120	0,230769	0,641026	0,409836	0,641026	0,590164	0,5	0,312821	2,04918	0,19628		
25	14	35	121	0,224359	0,641026	0,416667	0,641026	0,583333	0,505051	0,307692	2,083333	0,2		
25	14	33	123	0,211538	0,641026	0,431034	0,641026	0,568966	0,515464	0,297436	2,155172	0,217385		
24	15	33	123	0,211538	0,615385	0,421053	0,615385	0,578947	0,5	0,292308	2,105263	0,225135		
23	16	33	123	0,211538	0,589744	0,410714	0,589744	0,589286	0,484211	0,287179	2,053571	0,229778		
23	16	32	124	0,205128	0,589744	0,418182	0,589744	0,581818	0,489362	0,282051	2,090909	0,238583		
23	16	31	125	0,198718	0,589744	0,425926	0,589744	0,574074	0,494624	0,276923	2,12963	0,25		
23	16	30	126	0,192308	0,589744	0,433962	0,589744	0,566038	0,5	0,271795	2,169811	0,251667		
23	16	29	127	0,185897	0,589744	0,442308	0,589744	0,557692	0,505495	0,266667	2,211538	0,260076		
23	16	28	128	0,179487	0,589744	0,45098	0,589744	0,54902	0,511111	0,261538	2,254902	0,277817		
22	17	28	128	0,179487	0,564103	0,44	0,564103	0,56	0,494382	0,25641	2,2	0,280101		
21	18	28	128	0,179487	0,538462	0,428571	0,538462	0,571429	0,477273	0,251282	2,142857	0,292367		
21	18	27	129	0,173077	0,538462	0,4375	0,538462	0,5625	0,482759	0,246154	2,1875	0,293548		
21	18	26	130	0,166667	0,538462	0,446809	0,538462	0,553191	0,488372	0,241026	2,234043	0,307413		
21	18	25	131	0,160256	0,538462	0,456522	0,538462	0,543478	0,494118	0,235897	2,282609	0,309751		
20	19	25	131	0,160256	0,512821	0,444444	0,512821	0,555556	0,47619	0,230769	2,222222	0,310333		
19	20	25	131	0,160256	0,487179	0,431818	0,487179	0,568182	0,457831	0,225641	2,159091	0,315214		
18	21	25	131	0,160256	0,461538	0,418605	0,461538	0,581395	0,439024	0,220513	2,093023	0,323667		
17	22	25	131	0,160256	0,435897	0,404762	0,435897	0,595238	0,419753	0,215385	2,02381	0,34		
17	22	24	132	0,153846	0,435897	0,414634	0,435897	0,585366	425	0,210256	2,073171	0,345472		
17	22	23	133	0,147436	0,435897	425	0,435897	575	0,43038	0,205128	2125	0,345577		
17	22	22	134	0,141026	0,435897	0,435897	0,435897	0,564103	0,435897	0,2	2,179487	0,347611		
17	22	21	135	0,134615	0,435897	0,447368	0,435897	0,552632	0,441558	0,194872	2,236842	0,350357		
17	22	20	136	0,128205	0,435897	0,459459	0,435897	0,540541	0,447368	0,189744	2,297297	0,363505		
17	22	19	137	0,121795	0,435897	0,472222	0,435897	0,527778	0,453333	0,184615	2,361111	0,364494		
16	23	19	137	0,121795	0,410256	0,457143	0,410256	0,542857	0,432432	0,179487	2,285714	0,369767		
15	24	19	137	0,121795	0,384615	0,441176	0,384615	0,558824	0,410959	0,174359	2,205882	0,37		
15	24	18	138	0,115385	0,384615	0,454545	0,384615	0,545455	0,416667	0,169231	2,272727	0,376261		
15	24	17	139	0,108974	0,384615	0,46875	0,384615	0,53125	0,422535	0,164103	2,34375	0,389676		
15	24	16	140	0,102564	0,384615	0,483871	0,384615	0,516129	0,428571	0,158974	2,419355	0,392575		
15	24	15	141	0,096154	0,384615	0,5	0,384615	0,5	0,434783	0,153846	2,5	0,400904		
15	24	14	142	0,089744	0,384615	0,517241	0,384615	0,482759	0,441176	0,148718	2,586207	0,415152		
14	25	14	142	0,089744	0,358974	0,5	0,358974	0,5	0,41791	0,14359	2,5	0,417658		
14	25	13	143	0,083333	0,358974	0,518519	0,358974	0,481481	0,424242	0,138462	2,592593	0,423417		
14	25	12	144	0,076923	0,358974	0,538462	0,358974	0,461538	0,430769	0,133333	2,692308	0,425469		
14	25	11	145	0,070513	0,358974	0,56	0,358974	0,44	0,4375	0,128205	2,8	0,44923		
13	26	11	145	0,070513	0,333333	0,541667	0,333333	0,458333	0,412698	0,123077	2,708333	0,4509		
12	27	11	145	0,070513	0,307692	0,521739	0,307692	0,478261	0,387097	0,117949	2,608696	0,455294		
12	27	10	146	0,064103	0,307692	0,545455	0,307692	0,454545	0,393443	0,112821	2,727273	0,457805		
12	27	9	147	0,057692	0,307692	0,571429	0,307692	0,428571	0,4	0,107692	2,857143	0,458214		
12	27	8	148	0,051282	0,307692	0,6	0,307692	0,4	0,40678	0,102564	3	0,458602		
11	28	8	148	0,051282	0,282051	0,578947	0,282051	0,421053	0,37931	0,097436	2,894737	0,458772		
11	28	7	149	0,044872	0,282051	0,611111	0,282051	0,388889	0,385965	0,092308	3,055556	0,497054		
10	29	7	149	0,044872	0,25641	0,588235	0,25641	0,411765	0,357143	0,087179	2,941176	0,508635		
10	29	6	150	0,038462	0,25641	625	0,25641	375	0,363636	0,082051	3125	0,51		
10	29	5	151	0,032051	0,25641	0,666667	0,25641	0,333333	0,37037	0,076923	3,333333	0,512917		
9	30	5	151	0,032051	0,230769	0,642857	0,230769	0,357143	0,339623	0,071795	3,214286	0,53623		
9	30	4	152	0,025641	0,230769	0,692308	0,230769	0,307692	0,346154	0,066667	3,461538	0,552942		
9	30	3	153	0,019231	0,230769	0,75	0,230769	0,25	0,352941	0,061538	3,75	0,562207		
8	31	3	153	0,019231	0,205128	0,727273	0,205128	0,272727	0,32	0,05641	3,636364	0,602054		
7	32	3	153	0,019231	0,179487	0,7	0,179487	0,3	0,285714	0,051282	3,5	0,607879		
6	33	3	153	0,019231	0,153846	0,666667	0,153846	0,333333	0,25	0,046154	3,333333	0,611583		
6	33	2	154	0,012821	0,153846	0,75	0,153846	0,25	0,255319	0,041026	3,75	0,64677		
5	34	2	154	0,012821	0,128205	0,714286	0,128205	0,285714	0,217391	0,035897	3,571429	0,652096		
4	35	2	154	0,012821	0,102564	0,666667	0,102564	0,333333	0,177778	0,030769	3,333333	0,698642		
3	36	2	154	0,012821	0,076923	0,6	0,076923	0,4	0,136364	0,025641	3	0,727131		
2	37	2	154	0,012821	0,051282	0,5	0,051282	0,5	0,093023	0,020513	?	0,736028		
1	38	2	154	0,012821	0,025641	0,333333	0,025641	0,666667	0,047619	0,015385	?	0,74		
1	38	1	155	0,00641	0,025641	0,5	0,025641	0,5	0,04878	0,010256	?	0,746563		
0	39	1	155	0,00641	0	0	0	1	0	0,005128	?	0,783333		
0	39	0	156	0	0	0	0	0	0	0	?	0,783343		
