@relation biodiversitySpreadsheets_TestSetWeights

@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
26,13,18,138,0.115385,0.666667,0.590909,0.666667,0.409091,0.626506,0.225641,2.954545,0.311167
26,13,17,139,0.108974,0.666667,0.604651,0.666667,0.395349,0.634146,0.220513,3.023256,0.32
26,13,16,140,0.102564,0.666667,0.619048,0.666667,0.380952,0.641975,0.215385,3.095238,0.34
26,13,15,141,0.096154,0.666667,0.634146,0.666667,0.365854,0.65,0.210256,3.170732,0.41
26,13,14,142,0.089744,0.666667,0.65,0.666667,0.35,0.658228,0.205128,3.25,0.425
26,13,13,143,0.083333,0.666667,0.666667,0.666667,0.333333,0.666667,0.2,3.333333,0.4425
26,13,12,144,0.076923,0.666667,0.684211,0.666667,0.315789,0.675325,0.194872,3.421053,0.45919
25,14,12,144,0.076923,0.641026,0.675676,0.641026,0.324324,0.657895,0.189744,3.378378,0.46
24,15,12,144,0.076923,0.615385,0.666667,0.615385,0.333333,0.64,0.184615,3.333333,0.468
23,16,12,144,0.076923,0.589744,0.657143,0.589744,0.342857,0.621622,0.179487,3.285714,0.47
23,16,11,145,0.070513,0.589744,0.676471,0.589744,0.323529,0.630137,0.174359,3.382353,0.481028
22,17,11,145,0.070513,0.564103,0.666667,0.564103,0.333333,0.611111,0.169231,3.333333,0.4825
21,18,11,145,0.070513,0.538462,0.65625,0.538462,0.34375,0.591549,0.164103,3.28125,0.52
20,19,11,145,0.070513,0.512821,0.645161,0.512821,0.354839,0.571429,0.158974,3.225806,0.527917
20,19,10,146,0.064103,0.512821,0.666667,0.512821,0.333333,0.57971,0.153846,3.333333,0.53
20,19,9,147,0.057692,0.512821,0.689655,0.512821,0.310345,0.588235,0.148718,3.448276,0.533833
19,20,9,147,0.057692,0.487179,0.678571,0.487179,0.321429,0.567164,0.14359,3.392857,0.538
17,22,9,147,0.057692,0.435897,0.653846,0.435897,0.346154,0.523077,0.133333,3.269231,0.5875
16,23,9,147,0.057692,0.410256,0.64,0.410256,0.36,0.5,0.128205,3.2,0.618333
16,23,8,148,0.051282,0.410256,0.666667,0.410256,0.333333,0.507937,0.123077,3.333333,0.62
15,24,8,148,0.051282,0.384615,0.652174,0.384615,0.347826,0.483871,0.117949,3.26087,0.6425
14,25,8,148,0.051282,0.358974,0.636364,0.358974,0.363636,0.459016,0.112821,3.181818,0.655167
13,26,8,148,0.051282,0.333333,0.619048,0.333333,0.380952,0.433333,0.107692,3.095238,0.656875
13,26,7,149,0.044872,0.333333,0.65,0.333333,0.35,0.440678,0.102564,3.25,0.67
12,27,7,149,0.044872,0.307692,0.631579,0.307692,0.368421,0.413793,0.097436,3.157895,0.68
11,28,7,149,0.044872,0.282051,0.611111,0.282051,0.388889,0.385965,0.092308,3.055556,0.69
9,30,7,149,0.044872,0.230769,0.5625,0.230769,0.4375,0.327273,0.082051,2.8125,0.71
8,31,6,150,0.038462,0.205128,0.571429,0.205128,0.428571,0.301887,0.071795,2.857143,0.716667
7,32,6,150,0.038462,0.179487,0.538462,0.179487,0.461538,0.269231,0.066667,2.692308,0.72
7,32,5,151,0.032051,0.179487,0.583333,0.179487,0.416667,0.27451,0.061538,2.916667,0.73
6,33,5,151,0.032051,0.153846,0.545455,0.153846,0.454545,0.24,0.05641,2.727273,0.740667
5,34,5,151,0.032051,0.128205,0.5,0.128205,0.5,0.204082,0.051282,2.5,0.742786
4,35,5,151,0.032051,0.102564,0.444444,0.102564,0.555556,0.166667,0.046154,2.222222,0.745
4,35,4,152,0.025641,0.102564,0.5,0.102564,0.5,0.170213,0.041026,2.5,0.76
3,36,4,152,0.025641,0.076923,0.428571,0.076923,0.571429,0.130435,0.035897,2.142857,0.7675
3,36,3,153,0.019231,0.076923,0.5,0.076923,0.5,0.133333,0.030769,2.5,0.773238
2,37,3,153,0.019231,0.051282,0.4,0.051282,0.6,0.090909,0.025641,2,0.81
2,37,2,154,0.012821,0.051282,0.5,0.051282,0.5,0.093023,0.020513,?,0.835714
1,38,2,154,0.012821,0.025641,0.333333,0.025641,0.666667,0.047619,0.015385,?,0.91
0,39,2,154,0.012821,0,0,0,1,0,0.010256,?,0.93
0,39,1,155,0.00641,0,0,0,1,0,0.005128,?,0.9345
0,39,0,156,0,0,0,0,0,0,0,?,0.93451
39,0,156,0,1,1,0.2,1,0.8,0.333333,1,1,0
38,1,112,44,0.717949,0.974359,0.253333,0.974359,0.746667,0.402116,0.769231,1.266667,0.0025
38,1,111,45,0.711538,0.974359,0.255034,0.974359,0.744966,0.404255,0.764103,1.275168,0.0075
38,1,110,46,0.705128,0.974359,0.256757,0.974359,0.743243,0.406417,0.758974,1.283784,0.008333
38,1,109,47,0.698718,0.974359,0.258503,0.974359,0.741497,0.408602,0.753846,1.292517,0.01
37,2,101,55,0.647436,0.948718,0.268116,0.948718,0.731884,0.418079,0.707692,1.34058,0.015667
37,2,100,56,0.641026,0.948718,0.270073,0.948718,0.729927,0.420455,0.702564,1.350365,0.0175
37,2,98,58,0.628205,0.948718,0.274074,0.948718,0.725926,0.425287,0.692308,1.37037,0.02
35,4,93,63,0.596154,0.897436,0.273438,0.897436,0.726563,0.419162,0.65641,1.367188,0.021667
35,4,92,64,0.589744,0.897436,0.275591,0.897436,0.724409,0.421687,0.651282,1.377953,0.023333
35,4,91,65,0.583333,0.897436,0.277778,0.897436,0.722222,0.424242,0.646154,1.388889,0.0235
35,4,90,66,0.576923,0.897436,0.28,0.897436,0.72,0.426829,0.641026,1.4,0.02575
35,4,89,67,0.570513,0.897436,0.282258,0.897436,0.717742,0.429448,0.635897,1.41129,0.03
33,6,83,73,0.532051,0.846154,0.284483,0.846154,0.715517,0.425806,0.594872,1.422414,0.038
33,6,82,74,0.525641,0.846154,0.286957,0.846154,0.713043,0.428571,0.589744,1.434783,0.039111
33,6,81,75,0.519231,0.846154,0.289474,0.846154,0.710526,0.431373,0.584615,1.447368,0.04
33,6,75,81,0.480769,0.846154,0.305556,0.846154,0.694444,0.44898,0.553846,1.527778,0.05
33,6,74,82,0.474359,0.846154,0.308411,0.846154,0.691589,0.452055,0.548718,1.542056,0.05
33,6,73,83,0.467949,0.846154,0.311321,0.846154,0.688679,0.455172,0.54359,1.556604,0.050833
33,6,72,84,0.461538,0.846154,0.314286,0.846154,0.685714,0.458333,0.538462,1.571429,0.0525
33,6,71,85,0.455128,0.846154,0.317308,0.846154,0.682692,0.461538,0.533333,1.586538,0.055667
33,6,70,86,0.448718,0.846154,0.320388,0.846154,0.679612,0.464789,0.528205,1.601942,0.06
33,6,65,91,0.416667,0.846154,0.336735,0.846154,0.663265,0.481752,0.502564,1.683673,0.063333
33,6,64,92,0.410256,0.846154,0.340206,0.846154,0.659794,0.485294,0.497436,1.701031,0.065
32,7,64,92,0.410256,0.820513,0.333333,0.820513,0.666667,0.474074,0.492308,1.666667,0.07
32,7,59,97,0.378205,0.820513,0.351648,0.820513,0.648352,0.492308,0.466667,1.758242,0.071667
32,7,58,98,0.371795,0.820513,0.355556,0.820513,0.644444,0.496124,0.461538,1.777778,0.073333
32,7,57,99,0.365385,0.820513,0.359551,0.820513,0.640449,0.5,0.45641,1.797753,0.08
31,8,57,99,0.365385,0.794872,0.352273,0.794872,0.647727,0.488189,0.451282,1.761364,0.09
30,9,57,99,0.365385,0.769231,0.344828,0.769231,0.655172,0.47619,0.446154,1.724138,0.09625
29,10,57,99,0.365385,0.74359,0.337209,0.74359,0.662791,0.464,0.441026,1.686047,0.1
29,10,56,100,0.358974,0.74359,0.341176,0.74359,0.658824,0.467742,0.435897,1.705882,0.1
28,11,52,104,0.333333,0.717949,0.35,0.717949,0.65,0.470588,0.410256,1.75,0.11
27,12,51,105,0.326923,0.692308,0.346154,0.692308,0.653846,0.461538,0.4,1.730769,0.11
27,12,49,107,0.314103,0.692308,0.355263,0.692308,0.644737,0.469565,0.389744,1.776316,0.119333
27,12,48,108,0.307692,0.692308,0.36,0.692308,0.64,0.473684,0.384615,1.8,0.12
27,12,47,109,0.301282,0.692308,0.364865,0.692308,0.635135,0.477876,0.379487,1.824324,0.1245
27,12,46,110,0.294872,0.692308,0.369863,0.692308,0.630137,0.482143,0.374359,1.849315,0.13
26,13,46,110,0.294872,0.666667,0.361111,0.666667,0.638889,0.468468,0.369231,1.805556,0.14
24,15,44,112,0.282051,0.615385,0.352941,0.615385,0.647059,0.448598,0.348718,1.764706,0.148714
24,15,43,113,0.275641,0.615385,0.358209,0.615385,0.641791,0.45283,0.34359,1.791045,0.15
23,16,41,115,0.262821,0.589744,0.359375,0.589744,0.640625,0.446602,0.328205,1.796875,0.16
23,16,38,118,0.24359,0.589744,0.377049,0.589744,0.622951,0.46,0.312821,1.885246,0.17
23,16,37,119,0.237179,0.589744,0.383333,0.589744,0.616667,0.464646,0.307692,1.916667,0.18
23,16,34,122,0.217949,0.589744,0.403509,0.589744,0.596491,0.479167,0.292308,2.017544,0.188333
23,16,33,123,0.211538,0.589744,0.410714,0.589744,0.589286,0.484211,0.287179,2.053571,0.19
22,17,32,124,0.205128,0.564103,0.407407,0.564103,0.592593,0.473118,0.276923,2.037037,0.195
22,17,31,125,0.198718,0.564103,0.415094,0.564103,0.584906,0.478261,0.271795,2.075472,0.2
22,17,30,126,0.192308,0.564103,0.423077,0.564103,0.576923,0.483516,0.266667,2.115385,0.2
22,17,29,127,0.185897,0.564103,0.431373,0.564103,0.568627,0.488889,0.261538,2.156863,0.2075
21,18,29,127,0.185897,0.538462,0.42,0.538462,0.58,0.47191,0.25641,2.1,0.21
21,18,28,128,0.179487,0.538462,0.428571,0.538462,0.571429,0.477273,0.251282,2.142857,0.22
21,18,27,129,0.173077,0.538462,0.4375,0.538462,0.5625,0.482759,0.246154,2.1875,0.23
21,18,26,130,0.166667,0.538462,0.446809,0.538462,0.553191,0.488372,0.241026,2.234043,0.24
20,19,26,130,0.166667,0.512821,0.434783,0.512821,0.565217,0.470588,0.235897,2.173913,0.240191
20,19,25,131,0.160256,0.512821,0.444444,0.512821,0.555556,0.47619,0.230769,2.222222,0.241667
19,20,25,131,0.160256,0.487179,0.431818,0.487179,0.568182,0.457831,0.225641,2.159091,0.242727
18,21,25,131,0.160256,0.461538,0.418605,0.461538,0.581395,0.439024,0.220513,2.093023,0.25
17,22,24,132,0.153846,0.435897,0.414634,0.435897,0.585366,0.425,0.210256,2.073171,0.26
17,22,23,133,0.147436,0.435897,0.425,0.435897,0.575,0.43038,0.205128,2.125,0.27
16,23,23,133,0.147436,0.410256,0.410256,0.410256,0.589744,0.410256,0.2,2.051282,0.275
15,24,23,133,0.147436,0.384615,0.394737,0.384615,0.605263,0.38961,0.194872,1.973684,0.28
14,25,23,133,0.147436,0.358974,0.378378,0.358974,0.621622,0.368421,0.189744,1.891892,0.29
14,25,22,134,0.141026,0.358974,0.388889,0.358974,0.611111,0.373333,0.184615,1.944444,0.31
11,28,21,135,0.134615,0.282051,0.34375,0.282051,0.65625,0.309859,0.164103,1.71875,0.32
11,28,20,136,0.128205,0.282051,0.354839,0.282051,0.645161,0.314286,0.158974,1.774194,0.344833
11,28,19,137,0.121795,0.282051,0.366667,0.282051,0.633333,0.318841,0.153846,1.833333,0.349491
11,28,18,138,0.115385,0.282051,0.37931,0.282051,0.62069,0.323529,0.148718,1.896552,0.37
11,28,17,139,0.108974,0.282051,0.392857,0.282051,0.607143,0.328358,0.14359,1.964286,0.38
10,29,17,139,0.108974,0.25641,0.37037,0.25641,0.62963,0.30303,0.138462,1.851852,0.385
10,29,16,140,0.102564,0.25641,0.384615,0.25641,0.615385,0.307692,0.133333,1.923077,0.39
10,29,15,141,0.096154,0.25641,0.4,0.25641,0.6,0.3125,0.128205,2,0.4
9,30,15,141,0.096154,0.230769,0.375,0.230769,0.625,0.285714,0.123077,1.875,0.4075
8,31,15,141,0.096154,0.205128,0.347826,0.205128,0.652174,0.258065,0.117949,1.73913,0.41
8,31,14,142,0.089744,0.205128,0.363636,0.205128,0.636364,0.262295,0.112821,1.818182,0.41
8,31,12,144,0.076923,0.205128,0.4,0.205128,0.6,0.271186,0.102564,2,0.441178
8,31,11,145,0.070513,0.205128,0.421053,0.205128,0.578947,0.275862,0.097436,2.105263,0.479757
8,31,10,146,0.064103,0.205128,0.444444,0.205128,0.555556,0.280702,0.092308,2.222222,0.48
8,31,9,147,0.057692,0.205128,0.470588,0.205128,0.529412,0.285714,0.087179,2.352941,0.52
8,31,8,148,0.051282,0.205128,0.5,0.205128,0.5,0.290909,0.082051,2.5,0.53
7,32,8,148,0.051282,0.179487,0.466667,0.179487,0.533333,0.259259,0.076923,2.333333,0.56
7,32,7,149,0.044872,0.179487,0.5,0.179487,0.5,0.264151,0.071795,2.5,0.57
6,33,7,149,0.044872,0.153846,0.461538,0.153846,0.538462,0.230769,0.066667,2.307692,0.584726
5,34,7,149,0.044872,0.128205,0.416667,0.128205,0.583333,0.196078,0.061538,2.083333,0.6
5,34,6,150,0.038462,0.128205,0.454545,0.128205,0.545455,0.2,0.05641,2.272727,0.626667
4,35,6,150,0.038462,0.102564,0.4,0.102564,0.6,0.163265,0.051282,2,0.66
3,36,6,150,0.038462,0.076923,0.333333,0.076923,0.666667,0.125,0.046154,1.666667,0.67
3,36,5,151,0.032051,0.076923,0.375,0.076923,0.625,0.12766,0.041026,1.875,0.685333
2,37,5,151,0.032051,0.051282,0.285714,0.051282,0.714286,0.086957,0.035897,1.428571,0.74
1,38,5,151,0.032051,0.025641,0.166667,0.025641,0.833333,0.044444,0.030769,0.833333,0.79
1,38,4,152,0.025641,0.025641,0.2,0.025641,0.8,0.045455,0.025641,1,0.82
1,38,3,153,0.019231,0.025641,0.25,0.025641,0.75,0.046512,0.020513,?,0.84
1,38,2,154,0.012821,0.025641,0.333333,0.025641,0.666667,0.047619,0.015385,?,0.94
0,39,2,154,0.012821,0,0,0,1,0,0.010256,?,1
0,39,0,156,0,0,0,0,0,0,0,?,1.00001
39,0,156,0,1,1,0.2,1,0.8,0.333333,1,1,0
39,0,127,29,0.814103,1,0.23494,1,0.76506,0.380488,0.851282,1.174699,0.001667
39,0,126,30,0.807692,1,0.236364,1,0.763636,0.382353,0.846154,1.181818,0.01
37,2,116,40,0.74359,0.948718,0.24183,0.948718,0.75817,0.385417,0.784615,1.20915,0.0125
37,2,115,41,0.737179,0.948718,0.243421,0.948718,0.756579,0.387435,0.779487,1.217105,0.015
37,2,114,42,0.730769,0.948718,0.245033,0.948718,0.754967,0.389474,0.774359,1.225166,0.016667
36,3,113,43,0.724359,0.923077,0.241611,0.923077,0.758389,0.382979,0.764103,1.208054,0.0175
36,3,112,44,0.717949,0.923077,0.243243,0.923077,0.756757,0.385027,0.758974,1.216216,0.02
36,3,110,46,0.705128,0.923077,0.246575,0.923077,0.753425,0.389189,0.748718,1.232877,0.02
35,4,103,53,0.660256,0.897436,0.253623,0.897436,0.746377,0.39548,0.707692,1.268116,0.02
35,4,101,55,0.647436,0.897436,0.257353,0.897436,0.742647,0.4,0.697436,1.286765,0.027333
35,4,100,56,0.641026,0.897436,0.259259,0.897436,0.740741,0.402299,0.692308,1.296296,0.028333
35,4,99,57,0.634615,0.897436,0.261194,0.897436,0.738806,0.404624,0.687179,1.30597,0.03
35,4,94,62,0.602564,0.897436,0.271318,0.897436,0.728682,0.416667,0.661538,1.356589,0.0325
35,4,93,63,0.596154,0.897436,0.273438,0.897436,0.726563,0.419162,0.65641,1.367188,0.03375
35,4,92,64,0.589744,0.897436,0.275591,0.897436,0.724409,0.421687,0.651282,1.377953,0.035
35,4,91,65,0.583333,0.897436,0.277778,0.897436,0.722222,0.424242,0.646154,1.388889,0.04
34,5,87,69,0.557692,0.871795,0.280992,0.871795,0.719008,0.425,0.620513,1.404959,0.04125
34,5,86,70,0.551282,0.871795,0.283333,0.871795,0.716667,0.427673,0.615385,1.416667,0.045
34,5,85,71,0.544872,0.871795,0.285714,0.871795,0.714286,0.43038,0.610256,1.428571,0.046667
34,5,84,72,0.538462,0.871795,0.288136,0.871795,0.711864,0.433121,0.605128,1.440678,0.05
34,5,81,75,0.519231,0.871795,0.295652,0.871795,0.704348,0.441558,0.589744,1.478261,0.053333
34,5,79,77,0.50641,0.871795,0.300885,0.871795,0.699115,0.447368,0.579487,1.504425,0.054
34,5,78,78,0.5,0.871795,0.303571,0.871795,0.696429,0.450331,0.574359,1.517857,0.055
34,5,77,79,0.49359,0.871795,0.306306,0.871795,0.693694,0.453333,0.569231,1.531532,0.058333
34,5,76,80,0.487179,0.871795,0.309091,0.871795,0.690909,0.456376,0.564103,1.545455,0.06
34,5,70,86,0.448718,0.871795,0.326923,0.871795,0.673077,0.475524,0.533333,1.634615,0.06681
34,5,69,87,0.442308,0.871795,0.330097,0.871795,0.669903,0.478873,0.528205,1.650485,0.068333
34,5,68,88,0.435897,0.871795,0.333333,0.871795,0.666667,0.48227,0.523077,1.666667,0.07
34,5,64,92,0.410256,0.871795,0.346939,0.871795,0.653061,0.49635,0.502564,1.734694,0.077631
34,5,63,93,0.403846,0.871795,0.350515,0.871795,0.649485,0.5,0.497436,1.752577,0.08
34,5,60,96,0.384615,0.871795,0.361702,0.871795,0.638298,0.511278,0.482051,1.808511,0.08
34,5,59,97,0.378205,0.871795,0.365591,0.871795,0.634409,0.515152,0.476923,1.827957,0.083333
34,5,58,98,0.371795,0.871795,0.369565,0.871795,0.630435,0.519084,0.471795,1.847826,0.088333
34,5,57,99,0.365385,0.871795,0.373626,0.871795,0.626374,0.523077,0.466667,1.868132,0.089389
34,5,56,100,0.358974,0.871795,0.377778,0.871795,0.622222,0.527132,0.461538,1.888889,0.09
34,5,53,103,0.339744,0.871795,0.390805,0.871795,0.609195,0.539683,0.446154,1.954023,0.090833
34,5,52,104,0.333333,0.871795,0.395349,0.871795,0.604651,0.544,0.441026,1.976744,0.096286
34,5,51,105,0.326923,0.871795,0.4,0.871795,0.6,0.548387,0.435897,2,0.098571
34,5,50,106,0.320513,0.871795,0.404762,0.871795,0.595238,0.552846,0.430769,2.02381,0.1
33,6,50,106,0.320513,0.846154,0.39759,0.846154,0.60241,0.540984,0.425641,1.987952,0.106667
33,6,49,107,0.314103,0.846154,0.402439,0.846154,0.597561,0.545455,0.420513,2.012195,0.111667
33,6,48,108,0.307692,0.846154,0.407407,0.846154,0.592593,0.55,0.415385,2.037037,0.114333
32,7,48,108,0.307692,0.820513,0.4,0.820513,0.6,0.537815,0.410256,2,0.12
32,7,46,110,0.294872,0.820513,0.410256,0.820513,0.589744,0.547009,0.4,2.051282,0.127143
32,7,45,111,0.288462,0.820513,0.415584,0.820513,0.584416,0.551724,0.394872,2.077922,0.13
31,8,44,112,0.282051,0.794872,0.413333,0.794872,0.586667,0.54386,0.384615,2.066667,0.133333
30,9,44,112,0.282051,0.769231,0.405405,0.769231,0.594595,0.530973,0.379487,2.027027,0.14
30,9,43,113,0.275641,0.769231,0.410959,0.769231,0.589041,0.535714,0.374359,2.054795,0.141286
30,9,42,114,0.269231,0.769231,0.416667,0.769231,0.583333,0.540541,0.369231,2.083333,0.15
30,9,41,115,0.262821,0.769231,0.422535,0.769231,0.577465,0.545455,0.364103,2.112676,0.155
30,9,40,116,0.25641,0.769231,0.428571,0.769231,0.571429,0.550459,0.358974,2.142857,0.161242
30,9,39,117,0.25,0.769231,0.434783,0.769231,0.565217,0.555556,0.353846,2.173913,0.162
30,9,37,119,0.237179,0.769231,0.447761,0.769231,0.552239,0.566038,0.34359,2.238806,0.1625
29,10,37,119,0.237179,0.74359,0.439394,0.74359,0.560606,0.552381,0.338462,2.19697,0.165
28,11,37,119,0.237179,0.717949,0.430769,0.717949,0.569231,0.538462,0.333333,2.153846,0.17
28,11,36,120,0.230769,0.717949,0.4375,0.717949,0.5625,0.543689,0.328205,2.1875,0.17
27,12,35,121,0.224359,0.692308,0.435484,0.692308,0.564516,0.534653,0.317949,2.177419,0.175
26,13,35,121,0.224359,0.666667,0.42623,0.666667,0.57377,0.52,0.312821,2.131148,0.195
26,13,34,122,0.217949,0.666667,0.433333,0.666667,0.566667,0.525253,0.307692,2.166667,0.198333
25,14,34,122,0.217949,0.641026,0.423729,0.641026,0.576271,0.510204,0.302564,2.118644,0.198667
25,14,33,123,0.211538,0.641026,0.431034,0.641026,0.568966,0.515464,0.297436,2.155172,0.2
24,15,33,123,0.211538,0.615385,0.421053,0.615385,0.578947,0.5,0.292308,2.105263,0.205
24,15,32,124,0.205128,0.615385,0.428571,0.615385,0.571429,0.505263,0.287179,2.142857,0.208
24,15,31,125,0.198718,0.615385,0.436364,0.615385,0.563636,0.510638,0.282051,2.181818,0.21
23,16,30,126,0.192308,0.589744,0.433962,0.589744,0.566038,0.5,0.271795,2.169811,0.210578
23,16,29,127,0.185897,0.589744,0.442308,0.589744,0.557692,0.505495,0.266667,2.211538,0.214083
23,16,28,128,0.179487,0.589744,0.45098,0.589744,0.54902,0.511111,0.261538,2.254902,0.22
22,17,28,128,0.179487,0.564103,0.44,0.564103,0.56,0.494382,0.25641,2.2,0.223123
22,17,27,129,0.173077,0.564103,0.44898,0.564103,0.55102,0.5,0.251282,2.244898,0.224571
21,18,27,129,0.173077,0.538462,0.4375,0.538462,0.5625,0.482759,0.246154,2.1875,0.23
21,18,26,130,0.166667,0.538462,0.446809,0.538462,0.553191,0.488372,0.241026,2.234043,0.231667
20,19,26,130,0.166667,0.512821,0.434783,0.512821,0.565217,0.470588,0.235897,2.173913,0.233333
20,19,25,131,0.160256,0.512821,0.444444,0.512821,0.555556,0.47619,0.230769,2.222222,0.235
20,19,24,132,0.153846,0.512821,0.454545,0.512821,0.545455,0.481928,0.225641,2.272727,0.243524
19,20,24,132,0.153846,0.487179,0.44186,0.487179,0.55814,0.463415,0.220513,2.209302,0.245833
18,21,24,132,0.153846,0.461538,0.428571,0.461538,0.571429,0.444444,0.215385,2.142857,0.247778
18,21,23,133,0.147436,0.461538,0.439024,0.461538,0.560976,0.45,0.210256,2.195122,0.26
18,21,22,134,0.141026,0.461538,0.45,0.461538,0.55,0.455696,0.205128,2.25,0.276
18,21,21,135,0.134615,0.461538,0.461538,0.461538,0.538462,0.461538,0.2,2.307692,0.278162
18,21,20,136,0.128205,0.461538,0.473684,0.461538,0.526316,0.467532,0.194872,2.368421,0.28
17,22,19,137,0.121795,0.435897,0.472222,0.435897,0.527778,0.453333,0.184615,2.361111,0.304167
17,22,18,138,0.115385,0.435897,0.485714,0.435897,0.514286,0.459459,0.179487,2.428571,0.305333
17,22,17,139,0.108974,0.435897,0.5,0.435897,0.5,0.465753,0.174359,2.5,0.313333
17,22,16,140,0.102564,0.435897,0.515152,0.435897,0.484848,0.472222,0.169231,2.575758,0.316429
16,23,16,140,0.102564,0.410256,0.5,0.410256,0.5,0.450704,0.164103,2.5,0.33
15,24,16,140,0.102564,0.384615,0.483871,0.384615,0.516129,0.428571,0.158974,2.419355,0.332167
14,25,16,140,0.102564,0.358974,0.466667,0.358974,0.533333,0.405797,0.153846,2.333333,0.3495
14,25,15,141,0.096154,0.358974,0.482759,0.358974,0.517241,0.411765,0.148718,2.413793,0.365
13,26,15,141,0.096154,0.333333,0.464286,0.333333,0.535714,0.38806,0.14359,2.321429,0.38
12,27,14,142,0.089744,0.307692,0.461538,0.307692,0.538462,0.369231,0.133333,2.307692,0.39
11,28,14,142,0.089744,0.282051,0.44,0.282051,0.56,0.34375,0.128205,2.2,0.42
11,28,12,144,0.076923,0.282051,0.478261,0.282051,0.521739,0.354839,0.117949,2.391304,0.43373
11,28,11,145,0.070513,0.282051,0.5,0.282051,0.5,0.360656,0.112821,2.5,0.450039
10,29,11,145,0.070513,0.25641,0.47619,0.25641,0.52381,0.333333,0.107692,2.380952,0.489857
9,30,11,145,0.070513,0.230769,0.45,0.230769,0.55,0.305085,0.102564,2.25,0.503333
9,30,10,146,0.064103,0.230769,0.473684,0.230769,0.526316,0.310345,0.097436,2.368421,0.536548
9,30,9,147,0.057692,0.230769,0.5,0.230769,0.5,0.315789,0.092308,2.5,0.556333
9,30,8,148,0.051282,0.230769,0.529412,0.230769,0.470588,0.321429,0.087179,2.647059,0.556667
8,31,8,148,0.051282,0.205128,0.5,0.205128,0.5,0.290909,0.082051,2.5,0.563167
8,31,7,149,0.044872,0.205128,0.533333,0.205128,0.466667,0.296296,0.076923,2.666667,0.601667
8,31,6,150,0.038462,0.205128,0.571429,0.205128,0.428571,0.301887,0.071795,2.857143,0.63
8,31,5,151,0.032051,0.205128,0.615385,0.205128,0.384615,0.307692,0.066667,3.076923,0.6425
7,32,5,151,0.032051,0.179487,0.583333,0.179487,0.416667,0.27451,0.061538,2.916667,0.65
6,33,5,151,0.032051,0.153846,0.545455,0.153846,0.454545,0.24,0.05641,2.727273,0.662
6,33,4,152,0.025641,0.153846,0.6,0.153846,0.4,0.244898,0.051282,3,0.666667
5,34,4,152,0.025641,0.128205,0.555556,0.128205,0.444444,0.208333,0.046154,2.777778,0.673095
5,34,3,153,0.019231,0.128205,0.625,0.128205,0.375,0.212766,0.041026,3.125,0.71
4,35,3,153,0.019231,0.102564,0.571429,0.102564,0.428571,0.173913,0.035897,2.857143,0.72
3,36,3,153,0.019231,0.076923,0.5,0.076923,0.5,0.133333,0.030769,2.5,0.74
2,37,3,153,0.019231,0.051282,0.4,0.051282,0.6,0.090909,0.025641,2,0.75
2,37,2,154,0.012821,0.051282,0.5,0.051282,0.5,0.093023,0.020513,?,0.753333
2,37,1,155,0.00641,0.051282,0.666667,0.051282,0.333333,0.095238,0.015385,?,0.782
1,38,1,155,0.00641,0.025641,0.5,0.025641,0.5,0.04878,0.010256,?,0.835587
1,38,0,156,0,0.025641,1,0.025641,0,0.05,0.005128,?,0.84
0,39,0,156,0,0,0,0,0,0,0,?,0.84001
