@RELATION biodiversitySpreadsheets_whithoutWeights

@ATTRIBUTE what	REAL
@ATTRIBUTE who 	REAL
@ATTRIBUTE how 	REAL
@ATTRIBUTE why	REAL
@ATTRIBUTE where REAL
@ATTRIBUTE when	REAL
@ATTRIBUTE class 	{expObservation,spCatalog,spOccurrence,geneData,spMonitoring}

@DATA
3.00,1.00,2.00,0.00,5.00,1.00,spOccurrence
0.00,2.00,1.00,2.00,2.00,3.00,spOccurrence
0.00,1.00,1.00,0.00,0.00,3.00,spOccurrence
0.00,0.00,0.00,4.00,7.00,2.00,spOccurrence
0.00,0.00,0.00,0.00,1.00,1.00,spOccurrence
0.00,1.00,0.00,0.00,2.00,0.00,spOccurrence
0.00,0.00,0.00,4.00,7.00,2.00,spOccurrence
2.00,1.00,0.00,0.00,0.00,5.00,spOccurrence
0.00,0.00,0.00,0.00,3.00,0.00,spOccurrence
0.00,0.00,0.00,1.00,0.00,1.00,spOccurrence
0.00,0.00,0.00,1.00,0.00,1.00,spOccurrence
0.00,1.00,0.00,1.00,1.00,1.00,spOccurrence
1.00,0.00,0.00,0.00,1.00,1.00,spOccurrence
0.00,0.00,0.00,0.00,3.00,0.00,spOccurrence
0.00,0.00,0.00,0.00,2.00,1.00,spOccurrence
0.00,0.00,0.00,0.00,2.00,0.00,spOccurrence
0.00,0.00,0.00,0.00,0.00,2.00,spOccurrence
0.00,0.00,0.00,0.00,2.00,1.00,spOccurrence
0.00,0.00,0.00,1.00,2.00,0.00,spOccurrence
0.00,0.00,0.00,0.00,1.00,1.00,spOccurrence
0.00,0.00,0.00,0.00,2.00,0.00,spOccurrence
0.00,0.00,0.00,0.00,3.00,0.00,spOccurrence
1.00,0.00,0.00,0.00,2.00,2.00,spOccurrence
10.00,6.00,5.00,5.00,18.00,4.00,spOccurrence
10.00,6.00,5.00,5.00,16.00,4.00,spOccurrence
10.00,6.00,5.00,5.00,18.00,4.00,spOccurrence
10.00,6.00,5.00,5.00,18.00,4.00,spOccurrence
10.00,6.00,5.00,5.00,18.00,4.00,spOccurrence
10.00,6.00,5.00,5.00,18.00,4.00,spOccurrence
10.00,6.00,5.00,5.00,18.00,4.00,spOccurrence
10.00,6.00,5.00,5.00,18.00,4.00,spOccurrence
10.00,6.00,5.00,5.00,18.00,4.00,spOccurrence
10.00,6.00,5.00,5.00,16.00,4.00,spOccurrence
10.00,6.00,5.00,5.00,18.00,4.00,spOccurrence
10.00,6.00,5.00,5.00,18.00,4.00,spOccurrence
10.00,6.00,5.00,5.00,18.00,4.00,spOccurrence
10.00,6.00,5.00,5.00,18.00,4.00,spOccurrence
0.00,0.00,1.00,0.00,4.00,1.00,spOccurrence
1.00,0.00,0.00,0.00,5.00,1.00,spOccurrence
0.00,0.00,0.00,0.00,2.00,0.00,spOccurrence
0.00,0.00,0.00,0.00,2.00,0.00,spOccurrence
0.00,0.00,0.00,0.00,1.00,3.00,spOccurrence
0.00,0.00,0.00,0.00,1.00,3.00,spOccurrence
4.00,0.00,2.00,2.00,4.00,2.00,spOccurrence
0.00,0.00,1.00,1.00,1.00,0.00,spOccurrence
0.00,0.00,0.00,0.00,1.00,1.00,spOccurrence
0.00,0.00,0.00,0.00,5.00,1.00,spOccurrence
0.00,0.00,2.00,1.00,1.00,0.00,spOccurrence
0.00,1.00,0.00,0.00,3.00,0.00,spOccurrence
1.00,0.00,1.00,1.00,4.00,1.00,spOccurrence
0.00,1.00,0.00,1.00,2.00,0.00,spOccurrence
1.00,0.00,0.00,0.00,2.00,1.00,spOccurrence
1.00,0.00,1.00,0.00,2.00,1.00,spOccurrence
1.00,0.00,0.00,0.00,1.00,2.00,spOccurrence
16.00,9.00,7.00,11.00,30.00,13.00,spOccurrence
1.00,0.00,0.00,0.00,1.00,1.00,spOccurrence
7.00,0.00,0.00,0.00,5.00,3.00,spOccurrence
1.00,0.00,0.00,0.00,1.00,2.00,spOccurrence
1.00,0.00,1.00,1.00,7.00,1.00,spOccurrence
5.00,0.00,3.00,0.00,7.00,1.00,spOccurrence
1.00,0.00,0.00,0.00,2.00,1.00,spOccurrence
0.00,1.00,2.00,1.00,2.00,5.00,spOccurrence
0.00,0.00,1.00,2.00,0.00,2.00,spOccurrence
0.00,0.00,0.00,0.00,4.00,1.00,spOccurrence
10.00,6.00,5.00,5.00,18.00,4.00,spOccurrence
1.00,0.00,1.00,0.00,4.00,0.00,spOccurrence
0.00,0.00,0.00,0.00,10.00,0.00,spOccurrence
0.00,1.00,0.00,0.00,1.00,2.00,spOccurrence
0.00,2.00,1.00,2.00,1.00,2.00,spOccurrence
3.00,0.00,0.00,0.00,3.00,2.00,spOccurrence
10.00,6.00,5.00,5.00,18.00,4.00,spOccurrence
10.00,6.00,5.00,5.00,16.00,4.00,spOccurrence
10.00,6.00,5.00,5.00,18.00,4.00,spOccurrence
10.00,6.00,5.00,5.00,18.00,4.00,spOccurrence
10.00,6.00,5.00,5.00,16.00,4.00,spOccurrence
0.00,0.00,4.00,0.00,6.00,1.00,spOccurrence
3.00,2.00,5.00,1.00,6.00,1.00,spOccurrence
0.00,0.00,0.00,0.00,2.00,4.00,spOccurrence
0.00,0.00,0.00,0.00,2.00,1.00,spOccurrence
0.00,0.00,0.00,0.00,1.00,1.00,spOccurrence
0.00,1.00,0.00,0.00,3.00,3.00,spOccurrence
1.00,0.00,0.00,0.00,2.00,2.00,spOccurrence
1.00,0.00,0.00,0.00,2.00,2.00,spOccurrence
3.00,0.00,0.00,0.00,6.00,1.00,spOccurrence
1.00,0.00,3.00,0.00,2.00,2.00,spOccurrence
0.00,0.00,0.00,0.00,2.00,1.00,spOccurrence
0.00,0.00,0.00,0.00,3.00,1.00,spOccurrence
0.00,0.00,2.00,0.00,1.00,0.00,spOccurrence
3.00,1.00,3.00,0.00,4.00,2.00,spOccurrence
1.00,0.00,0.00,0.00,1.00,1.00,spOccurrence
0.00,0.00,0.00,0.00,2.00,0.00,spOccurrence
0.00,0.00,0.00,2.00,0.00,1.00,spOccurrence
0.00,0.00,1.00,0.00,0.00,4.00,spOccurrence
0.00,0.00,0.00,0.00,3.00,0.00,spOccurrence
0.00,0.00,0.00,2.00,0.00,2.00,spOccurrence
0.00,0.00,0.00,0.00,2.00,0.00,spOccurrence
0.00,0.00,0.00,0.00,1.00,2.00,spOccurrence
30.00,16.00,8.00,12.00,46.00,11.00,spOccurrence
5.00,0.00,0.00,0.00,6.00,0.00,spOccurrence
1.00,0.00,0.00,0.00,2.00,1.00,spOccurrence
0.00,0.00,0.00,0.00,2.00,0.00,spOccurrence
0.00,0.00,0.00,0.00,2.00,0.00,spOccurrence
0.00,1.00,0.00,0.00,0.00,2.00,spOccurrence
1.00,0.00,0.00,1.00,10.00,1.00,spOccurrence
0.00,0.00,0.00,0.00,1.00,2.00,spOccurrence
0.00,0.00,0.00,0.00,1.00,2.00,spOccurrence
0.00,0.00,0.00,0.00,1.00,2.00,spOccurrence
0.00,0.00,0.00,0.00,1.00,2.00,spOccurrence
0.00,0.00,0.00,0.00,4.00,0.00,spOccurrence
1.00,0.00,0.00,0.00,0.00,2.00,spOccurrence
0.00,1.00,0.00,1.00,1.00,2.00,spOccurrence
0.00,1.00,0.00,1.00,2.00,3.00,spOccurrence
1.00,0.00,0.00,0.00,0.00,2.00,spOccurrence
0.00,1.00,0.00,0.00,2.00,2.00,spOccurrence
0.00,0.00,0.00,0.00,4.00,0.00,spOccurrence
1.00,0.00,0.00,0.00,2.00,0.00,spOccurrence
4.00,1.00,2.00,1.00,7.00,1.00,spOccurrence
0.00,0.00,0.00,0.00,3.00,0.00,spOccurrence
2.00,3.00,0.00,2.00,5.00,2.00,spOccurrence
0.00,1.00,0.00,1.00,2.00,0.00,spOccurrence
0.00,1.00,1.00,0.00,1.00,1.00,spOccurrence
1.00,1.00,1.00,0.00,1.00,3.00,spOccurrence
0.00,1.00,0.00,0.00,2.00,1.00,spOccurrence
1.00,1.00,1.00,2.00,8.00,2.00,spOccurrence
10.00,6.00,5.00,5.00,16.00,4.00,spOccurrence
10.00,6.00,5.00,5.00,16.00,4.00,spOccurrence
10.00,6.00,5.00,5.00,18.00,4.00,spOccurrence
1.00,1.00,0.00,1.00,3.00,1.00,spOccurrence
3.00,0.00,3.00,2.00,4.00,2.00,spOccurrence
0.00,0.00,0.00,1.00,1.00,1.00,spOccurrence
0.00,0.00,0.00,2.00,1.00,1.00,spOccurrence
0.00,0.00,0.00,2.00,1.00,1.00,spOccurrence
0.00,0.00,0.00,2.00,1.00,1.00,spOccurrence
0.00,0.00,0.00,0.00,1.00,1.00,spOccurrence
1.00,0.00,0.00,6.00,4.00,2.00,spOccurrence
1.00,0.00,1.00,0.00,6.00,4.00,spOccurrence
0.00,0.00,0.00,0.00,3.00,1.00,spOccurrence
0.00,0.00,0.00,0.00,3.00,0.00,spOccurrence
1.00,4.00,0.00,0.00,12.00,0.00,spOccurrence
1.00,0.00,0.00,0.00,5.00,1.00,spOccurrence
0.00,0.00,0.00,0.00,3.00,0.00,spOccurrence
1.00,1.00,1.00,1.00,1.00,2.00,spOccurrence
1.00,1.00,1.00,1.00,1.00,2.00,spOccurrence
0.00,0.00,1.00,1.00,1.00,0.00,spOccurrence
0.00,0.00,0.00,0.00,6.00,0.00,spOccurrence
2.00,2.00,1.00,0.00,2.00,3.00,spOccurrence
1.00,0.00,0.00,0.00,1.00,1.00,spOccurrence
1.00,1.00,0.00,0.00,2.00,1.00,spOccurrence
1.00,1.00,0.00,0.00,2.00,1.00,spOccurrence
0.00,0.00,0.00,0.00,1.00,2.00,spOccurrence
0.00,0.00,3.00,0.00,9.00,2.00,spOccurrence
8.00,0.00,1.00,0.00,5.00,4.00,spOccurrence
0.00,0.00,0.00,1.00,1.00,1.00,spOccurrence
0.00,0.00,0.00,0.00,1.00,1.00,spOccurrence
0.00,0.00,0.00,0.00,3.00,0.00,spOccurrence
2.00,0.00,0.00,0.00,2.00,1.00,spOccurrence
1.00,0.00,0.00,0.00,5.00,3.00,spOccurrence
1.00,0.00,0.00,0.00,2.00,2.00,spOccurrence
1.00,0.00,0.00,0.00,3.00,0.00,spOccurrence
0.00,0.00,0.00,0.00,4.00,0.00,spOccurrence
2.00,0.00,0.00,0.00,2.00,1.00,spOccurrence
0.00,1.00,0.00,0.00,0.00,2.00,spOccurrence
0.00,1.00,0.00,0.00,0.00,2.00,spOccurrence
0.00,0.00,0.00,0.00,1.00,1.00,spOccurrence
1.00,0.00,0.00,1.00,4.00,2.00,spOccurrence
0.00,0.00,1.00,0.00,4.00,1.00,spOccurrence
1.00,0.00,1.00,0.00,5.00,2.00,spOccurrence
0.00,0.00,0.00,0.00,2.00,2.00,spOccurrence
0.00,1.00,0.00,0.00,2.00,0.00,spOccurrence
0.00,1.00,0.00,1.00,2.00,0.00,spOccurrence
2.00,1.00,1.00,0.00,2.00,2.00,spOccurrence
0.00,0.00,0.00,0.00,3.00,1.00,spOccurrence
1.00,1.00,0.00,3.00,1.00,4.00,spOccurrence
1.00,0.00,1.00,2.00,1.00,3.00,spOccurrence
0.00,0.00,0.00,1.00,1.00,0.00,spOccurrence
0.00,0.00,0.00,1.00,7.00,2.00,spOccurrence
1.00,0.00,1.00,1.00,2.00,0.00,spOccurrence
0.00,0.00,0.00,0.00,4.00,0.00,spOccurrence
0.00,0.00,0.00,0.00,3.00,1.00,spOccurrence
0.00,0.00,0.00,1.00,3.00,2.00,spOccurrence
0.00,0.00,0.00,1.00,3.00,2.00,spOccurrence
2.00,1.00,0.00,0.00,2.00,2.00,spOccurrence
1.00,0.00,1.00,0.00,0.00,3.00,spOccurrence
0.00,0.00,0.00,0.00,4.00,1.00,spOccurrence
2.00,0.00,2.00,1.00,4.00,4.00,spOccurrence
0.00,0.00,0.00,0.00,1.00,1.00,spOccurrence
0.00,0.00,0.00,0.00,3.00,3.00,spOccurrence
0.00,0.00,1.00,2.00,3.00,0.00,spOccurrence
0.00,0.00,0.00,0.00,2.00,0.00,spOccurrence
0.00,0.00,0.00,22.00,1.00,0.00,spOccurrence
9.00,3.00,4.00,3.00,9.00,4.00,spOccurrence
9.00,3.00,4.00,3.00,9.00,4.00,spOccurrence
1.00,3.00,0.00,2.00,9.00,0.00,spOccurrence
0.00,0.00,0.00,1.00,0.00,1.00,spOccurrence
1.00,1.00,0.00,0.00,2.00,5.00,spOccurrence
0.00,0.00,1.00,3.00,3.00,0.00,spOccurrence
0.00,0.00,0.00,0.00,1.00,2.00,spOccurrence
0.00,1.00,0.00,1.00,1.00,1.00,spOccurrence
1.00,0.00,0.00,0.00,5.00,1.00,spOccurrence
0.00,0.00,0.00,0.00,0.00,2.00,spOccurrence
15.00,2.00,8.00,3.00,17.00,6.00,spOccurrence
0.00,0.00,0.00,0.00,2.00,0.00,spOccurrence
1.00,0.00,1.00,0.00,2.00,0.00,spOccurrence
0.00,0.00,0.00,0.00,4.00,1.00,spOccurrence
0.00,0.00,0.00,1.00,3.00,0.00,spOccurrence
6.00,5.00,3.00,4.00,17.00,2.00,spOccurrence
0.00,0.00,0.00,0.00,4.00,0.00,spOccurrence
0.00,0.00,0.00,0.00,1.00,1.00,spOccurrence
1.00,0.00,0.00,0.00,1.00,4.00,spOccurrence
0.00,1.00,1.00,0.00,0.00,2.00,spOccurrence
2.00,0.00,0.00,0.00,3.00,0.00,spOccurrence
0.00,0.00,0.00,0.00,2.00,0.00,spOccurrence
0.00,0.00,0.00,0.00,2.00,0.00,spOccurrence
0.00,0.00,2.00,3.00,0.00,1.00,spOccurrence
0.00,1.00,0.00,1.00,1.00,1.00,spOccurrence
0.00,0.00,0.00,1.00,1.00,1.00,spOccurrence
0.00,0.00,0.00,0.00,2.00,1.00,spOccurrence
1.00,0.00,3.00,0.00,5.00,2.00,spOccurrence
3.00,0.00,0.00,0.00,2.00,5.00,spOccurrence
1.00,0.00,1.00,0.00,3.00,1.00,spOccurrence
7.00,2.00,4.00,0.00,5.00,5.00,spOccurrence
0.00,0.00,0.00,0.00,10.00,0.00,spOccurrence
0.00,0.00,0.00,0.00,9.00,0.00,spOccurrence
0.00,0.00,0.00,0.00,4.00,0.00,spOccurrence
0.00,0.00,0.00,0.00,2.00,0.00,spOccurrence
1.00,0.00,1.00,0.00,3.00,1.00,spOccurrence
0.00,1.00,0.00,0.00,0.00,3.00,spOccurrence
7.00,0.00,0.00,0.00,7.00,2.00,spOccurrence
0.00,0.00,1.00,0.00,0.00,3.00,spOccurrence
1.00,0.00,0.00,0.00,0.00,3.00,spOccurrence
1.00,0.00,0.00,0.00,3.00,0.00,spOccurrence
0.00,0.00,0.00,0.00,1.00,1.00,spOccurrence
0.00,0.00,0.00,0.00,3.00,2.00,spOccurrence
1.00,0.00,0.00,0.00,3.00,2.00,spOccurrence
0.00,2.00,0.00,0.00,3.00,0.00,spOccurrence
0.00,0.00,0.00,0.00,10.00,0.00,spOccurrence
0.00,0.00,0.00,0.00,4.00,0.00,spOccurrence
0.00,1.00,0.00,0.00,2.00,2.00,spOccurrence
0.00,0.00,0.00,0.00,4.00,1.00,spOccurrence
5.00,0.00,3.00,0.00,7.00,4.00,spOccurrence
10.00,6.00,5.00,5.00,18.00,4.00,spOccurrence
10.00,6.00,5.00,5.00,18.00,4.00,spOccurrence
10.00,6.00,5.00,5.00,16.00,4.00,spOccurrence
10.00,6.00,5.00,5.00,18.00,4.00,spOccurrence
8.00,2.00,2.00,0.00,6.00,5.00,spOccurrence
0.00,0.00,0.00,0.00,5.00,2.00,spOccurrence
0.00,1.00,0.00,0.00,1.00,1.00,spOccurrence
0.00,0.00,0.00,0.00,4.00,4.00,spOccurrence
4.00,1.00,0.00,1.00,5.00,1.00,spOccurrence
0.00,0.00,0.00,1.00,7.00,2.00,spOccurrence
7.00,2.00,6.00,1.00,12.00,3.00,spOccurrence
0.00,1.00,0.00,0.00,2.00,1.00,spOccurrence
2.00,0.00,1.00,2.00,1.00,2.00,spOccurrence
2.00,0.00,1.00,1.00,4.00,2.00,spOccurrence
0.00,0.00,0.00,3.00,1.00,0.00,spOccurrence
0.00,0.00,0.00,0.00,3.00,3.00,spOccurrence
3.00,0.00,0.00,1.00,2.00,8.00,spOccurrence
9.00,3.00,1.00,1.00,7.00,7.00,spOccurrence
0.00,1.00,1.00,0.00,0.00,2.00,spOccurrence
1.00,1.00,0.00,0.00,3.00,1.00,spOccurrence
0.00,0.00,0.00,0.00,1.00,2.00,spOccurrence
0.00,2.00,0.00,1.00,12.00,2.00,spOccurrence
0.00,1.00,0.00,0.00,1.00,1.00,spOccurrence
0.00,0.00,1.00,0.00,2.00,0.00,spOccurrence
0.00,0.00,0.00,0.00,1.00,1.00,spOccurrence
1.00,1.00,0.00,0.00,2.00,3.00,spOccurrence
1.00,0.00,1.00,0.00,6.00,2.00,spOccurrence
0.00,0.00,0.00,0.00,3.00,1.00,spOccurrence
0.00,0.00,0.00,0.00,3.00,1.00,spOccurrence
0.00,0.00,0.00,0.00,2.00,0.00,spOccurrence
0.00,0.00,1.00,1.00,1.00,0.00,spOccurrence
0.00,0.00,1.00,0.00,1.00,1.00,spOccurrence
3.00,1.00,1.00,0.00,4.00,2.00,spOccurrence
2.00,0.00,3.00,0.00,4.00,3.00,spOccurrence
1.00,0.00,0.00,0.00,6.00,0.00,spOccurrence
0.00,1.00,0.00,0.00,1.00,1.00,spOccurrence
3.00,1.00,0.00,0.00,5.00,2.00,spOccurrence
4.00,2.00,2.00,0.00,5.00,2.00,spOccurrence
0.00,0.00,0.00,0.00,0.00,2.00,spOccurrence
1.00,0.00,1.00,0.00,3.00,1.00,spOccurrence
0.00,1.00,0.00,0.00,2.00,2.00,spOccurrence
1.00,0.00,0.00,0.00,2.00,0.00,spOccurrence
1.00,3.00,4.00,0.00,7.00,2.00,spOccurrence
0.00,1.00,0.00,0.00,1.00,1.00,spOccurrence
4.00,4.00,7.00,0.00,11.00,4.00,spOccurrence
0.00,2.00,0.00,1.00,9.00,1.00,spOccurrence
0.00,0.00,0.00,1.00,1.00,1.00,spOccurrence
0.00,0.00,0.00,1.00,2.00,0.00,spOccurrence
11.00,7.00,5.00,10.00,23.00,10.00,spOccurrence
9.00,4.00,5.00,8.00,14.00,4.00,spOccurrence
4.00,5.00,3.00,5.00,17.00,1.00,spOccurrence
1.00,1.00,0.00,0.00,3.00,2.00,spOccurrence
0.00,0.00,0.00,1.00,1.00,0.00,spOccurrence
1.00,0.00,1.00,0.00,2.00,0.00,spOccurrence
10.00,6.00,5.00,5.00,18.00,4.00,spOccurrence
10.00,6.00,5.00,5.00,17.00,4.00,spOccurrence
10.00,6.00,5.00,5.00,18.00,4.00,spOccurrence
10.00,6.00,5.00,5.00,18.00,4.00,spOccurrence
10.00,6.00,5.00,5.00,18.00,4.00,spOccurrence
10.00,6.00,5.00,5.00,18.00,4.00,spOccurrence
0.00,0.00,0.00,0.00,2.00,1.00,spOccurrence
0.00,0.00,1.00,2.00,1.00,0.00,spOccurrence
0.00,0.00,1.00,4.00,1.00,1.00,spOccurrence
0.00,0.00,0.00,0.00,10.00,0.00,spOccurrence
1.00,0.00,0.00,0.00,1.00,1.00,spOccurrence
0.00,0.00,0.00,1.00,0.00,1.00,spOccurrence
0.00,1.00,0.00,0.00,1.00,1.00,spOccurrence
0.00,1.00,0.00,0.00,1.00,1.00,spOccurrence
0.00,0.00,0.00,1.00,2.00,2.00,spOccurrence
0.00,0.00,0.00,0.00,3.00,5.00,spOccurrence
0.00,0.00,1.00,0.00,3.00,0.00,spOccurrence
0.00,0.00,0.00,0.00,3.00,0.00,spOccurrence
1.00,0.00,0.00,0.00,2.00,0.00,spOccurrence
0.00,0.00,1.00,2.00,3.00,0.00,spOccurrence
0.00,0.00,0.00,2.00,1.00,2.00,spOccurrence
0.00,0.00,0.00,0.00,2.00,1.00,spOccurrence
2.00,0.00,0.00,1.00,3.00,1.00,spOccurrence
0.00,0.00,0.00,0.00,0.00,3.00,spOccurrence
0.00,0.00,0.00,1.00,1.00,2.00,spOccurrence
0.00,0.00,0.00,0.00,5.00,0.00,spOccurrence
1.00,0.00,0.00,0.00,3.00,2.00,spOccurrence
3.00,0.00,0.00,0.00,5.00,1.00,spOccurrence
1.00,0.00,0.00,0.00,3.00,1.00,spOccurrence
7.00,4.00,3.00,1.00,10.00,4.00,spOccurrence
0.00,1.00,0.00,0.00,1.00,1.00,spOccurrence
0.00,0.00,0.00,0.00,7.00,0.00,spOccurrence
0.00,0.00,0.00,0.00,4.00,1.00,spOccurrence
0.00,1.00,0.00,0.00,1.00,1.00,spOccurrence
0.00,0.00,0.00,1.00,1.00,3.00,spOccurrence
0.00,0.00,0.00,1.00,1.00,0.00,spOccurrence
1.00,0.00,0.00,0.00,1.00,1.00,spOccurrence
1.00,0.00,0.00,0.00,2.00,0.00,spOccurrence
0.00,0.00,0.00,1.00,1.00,1.00,spOccurrence
0.00,0.00,0.00,0.00,3.00,1.00,spOccurrence
0.00,0.00,0.00,0.00,5.00,1.00,spOccurrence
0.00,0.00,0.00,0.00,0.00,4.00,spOccurrence
0.00,0.00,0.00,0.00,6.00,0.00,spOccurrence
2.00,1.00,0.00,1.00,6.00,3.00,spOccurrence
1.00,0.00,0.00,0.00,1.00,1.00,spOccurrence
1.00,0.00,0.00,0.00,2.00,0.00,spOccurrence
1.00,1.00,0.00,0.00,1.00,4.00,spOccurrence
0.00,0.00,0.00,0.00,1.00,1.00,spOccurrence
0.00,2.00,0.00,0.00,4.00,0.00,spOccurrence
1.00,0.00,0.00,0.00,2.00,0.00,spOccurrence
1.00,0.00,0.00,0.00,2.00,0.00,spOccurrence
0.00,0.00,0.00,1.00,3.00,0.00,spOccurrence
0.00,0.00,0.00,2.00,2.00,0.00,spOccurrence
1.00,0.00,0.00,0.00,3.00,0.00,spOccurrence
1.00,0.00,0.00,0.00,3.00,0.00,spOccurrence
1.00,0.00,0.00,0.00,3.00,0.00,spOccurrence
1.00,0.00,0.00,0.00,3.00,0.00,spOccurrence
1.00,0.00,0.00,1.00,1.00,1.00,spOccurrence
0.00,0.00,0.00,0.00,1.00,1.00,spOccurrence
3.00,0.00,0.00,0.00,11.00,0.00,spOccurrence
1.00,0.00,0.00,0.00,0.00,3.00,spOccurrence
3.00,0.00,0.00,1.00,4.00,3.00,spOccurrence
1.00,0.00,0.00,0.00,3.00,2.00,spOccurrence
2.00,0.00,0.00,0.00,1.00,2.00,spOccurrence
0.00,0.00,0.00,1.00,1.00,2.00,spOccurrence
1.00,0.00,2.00,1.00,3.00,0.00,spOccurrence
1.00,1.00,0.00,0.00,5.00,2.00,spOccurrence
11.00,6.00,5.00,9.00,25.00,9.00,spOccurrence
1.00,0.00,0.00,0.00,0.00,3.00,spOccurrence
0.00,0.00,0.00,1.00,1.00,1.00,spOccurrence
4.00,0.00,2.00,3.00,5.00,1.00,spMonitoring
1.00,0.00,2.00,0.00,0.00,1.00,spMonitoring
1.00,0.00,0.00,0.00,1.00,0.00,spMonitoring
4.00,0.00,1.00,2.00,3.00,2.00,spMonitoring
1.00,0.00,1.00,0.00,0.00,0.00,spMonitoring
5.00,0.00,0.00,1.00,2.00,0.00,spMonitoring
0.00,0.00,0.00,0.00,1.00,1.00,spMonitoring
6.00,0.00,0.00,1.00,0.00,1.00,spMonitoring
1.00,0.00,6.00,0.00,0.00,0.00,spMonitoring
1.00,0.00,6.00,0.00,0.00,0.00,spMonitoring
1.00,0.00,0.00,0.00,1.00,0.00,spMonitoring
1.00,0.00,6.00,0.00,0.00,0.00,spMonitoring
7.00,0.00,1.00,1.00,3.00,5.00,spMonitoring
1.00,0.00,0.00,0.00,0.00,1.00,spMonitoring
3.00,0.00,0.00,0.00,0.00,0.00,spMonitoring
1.00,0.00,0.00,0.00,1.00,0.00,spMonitoring
5.00,1.00,1.00,1.00,7.00,1.00,spMonitoring
1.00,0.00,0.00,0.00,0.00,1.00,spMonitoring
1.00,1.00,0.00,0.00,0.00,0.00,spMonitoring
1.00,1.00,0.00,0.00,0.00,0.00,spMonitoring
1.00,2.00,0.00,0.00,0.00,0.00,spMonitoring
2.00,0.00,0.00,0.00,2.00,1.00,spMonitoring
2.00,0.00,0.00,0.00,2.00,1.00,spMonitoring
2.00,0.00,0.00,0.00,2.00,1.00,spMonitoring
2.00,0.00,0.00,0.00,2.00,1.00,spMonitoring
2.00,0.00,0.00,0.00,2.00,1.00,spMonitoring
2.00,0.00,0.00,0.00,2.00,1.00,spMonitoring
2.00,0.00,0.00,0.00,2.00,1.00,spMonitoring
1.00,2.00,0.00,0.00,0.00,0.00,spMonitoring
2.00,0.00,2.00,0.00,1.00,3.00,spMonitoring
2.00,0.00,0.00,1.00,1.00,0.00,spMonitoring
2.00,0.00,0.00,0.00,0.00,0.00,spMonitoring
2.00,0.00,0.00,0.00,0.00,0.00,spMonitoring
2.00,0.00,0.00,0.00,0.00,0.00,spMonitoring
4.00,0.00,1.00,0.00,1.00,2.00,spMonitoring
2.00,0.00,0.00,0.00,0.00,0.00,spMonitoring
2.00,0.00,0.00,0.00,0.00,3.00,spMonitoring
4.00,0.00,1.00,0.00,0.00,0.00,spMonitoring
2.00,0.00,1.00,0.00,0.00,2.00,spMonitoring
2.00,0.00,0.00,0.00,0.00,0.00,spMonitoring
0.00,2.00,0.00,0.00,0.00,0.00,spMonitoring
0.00,0.00,1.00,0.00,0.00,1.00,spMonitoring
3.00,0.00,0.00,0.00,0.00,0.00,spMonitoring
0.00,1.00,1.00,0.00,0.00,0.00,spMonitoring
8.00,0.00,1.00,0.00,0.00,1.00,spMonitoring
2.00,0.00,1.00,0.00,6.00,0.00,spMonitoring
4.00,0.00,0.00,0.00,0.00,0.00,spMonitoring
3.00,0.00,1.00,0.00,0.00,0.00,spMonitoring
8.00,0.00,2.00,3.00,3.00,5.00,spMonitoring
8.00,0.00,2.00,3.00,3.00,5.00,spMonitoring
0.00,0.00,2.00,0.00,1.00,1.00,spMonitoring
3.00,0.00,0.00,0.00,0.00,0.00,spMonitoring
4.00,0.00,0.00,0.00,0.00,0.00,spMonitoring
1.00,0.00,0.00,1.00,1.00,0.00,spMonitoring
1.00,0.00,0.00,1.00,0.00,0.00,spMonitoring
1.00,0.00,2.00,1.00,1.00,2.00,spMonitoring
0.00,0.00,1.00,0.00,0.00,2.00,spMonitoring
2.00,0.00,0.00,0.00,1.00,2.00,spMonitoring
0.00,0.00,1.00,0.00,3.00,1.00,spMonitoring
0.00,0.00,1.00,0.00,3.00,1.00,spMonitoring
1.00,0.00,2.00,1.00,0.00,1.00,spMonitoring
12.00,0.00,3.00,4.00,7.00,15.00,spMonitoring
0.00,0.00,1.00,0.00,0.00,1.00,spMonitoring
3.00,0.00,1.00,0.00,2.00,0.00,spMonitoring
0.00,0.00,2.00,0.00,0.00,0.00,spMonitoring
0.00,0.00,2.00,0.00,0.00,0.00,spMonitoring
3.00,0.00,1.00,0.00,1.00,1.00,spMonitoring
1.00,0.00,0.00,0.00,1.00,0.00,spMonitoring
3.00,0.00,0.00,1.00,0.00,3.00,spMonitoring
6.00,0.00,1.00,1.00,0.00,0.00,spMonitoring
2.00,0.00,0.00,0.00,0.00,0.00,spMonitoring
1.00,0.00,0.00,0.00,0.00,1.00,spMonitoring
1.00,0.00,1.00,0.00,2.00,1.00,spMonitoring
4.00,0.00,1.00,0.00,1.00,4.00,spMonitoring
0.00,0.00,0.00,0.00,2.00,1.00,spMonitoring
3.00,0.00,1.00,0.00,2.00,0.00,spMonitoring
2.00,0.00,0.00,0.00,1.00,2.00,spMonitoring
3.00,0.00,0.00,0.00,0.00,0.00,spMonitoring
3.00,0.00,0.00,0.00,0.00,0.00,spMonitoring
2.00,2.00,0.00,0.00,0.00,0.00,spMonitoring
3.00,0.00,0.00,0.00,0.00,0.00,spMonitoring
1.00,0.00,2.00,0.00,0.00,1.00,spMonitoring
