@RELATION biodiversitySpreadsheets_whithWeights

@ATTRIBUTE what	REAL
@ATTRIBUTE who 	REAL
@ATTRIBUTE how 	REAL
@ATTRIBUTE why	REAL
@ATTRIBUTE where REAL
@ATTRIBUTE when	REAL
@ATTRIBUTE class 	{spCatalog,spOccurrence,geneData,spMonitoring,expObservation}

@DATA
0.00,0.00,0.00,0.06,0.04,0.00,spOccurrence
0.00,0.00,0.00,0.00,1.31,0.00,spOccurrence
0.04,0.00,0.00,0.00,1.00,0.00,spOccurrence
0.23,0.28,0.00,0.00,1.01,0.00,spOccurrence
0.02,0.01,0.00,0.00,0.11,0.00,spOccurrence
0.02,0.01,0.00,0.00,0.11,0.00,spOccurrence
0.02,0.00,0.00,0.00,0.32,1.12,spOccurrence
0.00,0.00,0.00,0.00,1.21,0.03,spOccurrence
0.00,0.00,0.00,0.11,0.00,1.00,spOccurrence
0.03,0.15,0.00,0.00,0.37,0.00,spOccurrence
0.02,0.00,1.00,0.03,0.49,0.00,spOccurrence
0.00,0.00,0.25,0.00,0.20,0.01,spOccurrence
0.06,0.09,0.00,0.33,0.12,1.02,spOccurrence
0.07,0.00,0.00,0.00,0.00,1.00,spOccurrence
0.00,0.00,0.00,0.00,1.29,0.00,spOccurrence
0.00,0.00,0.00,1.00,0.36,0.06,spOccurrence
0.08,0.04,0.00,0.31,0.17,1.00,spOccurrence
0.04,0.00,0.00,0.00,1.03,0.00,spOccurrence
0.00,0.00,0.00,0.00,0.00,0.05,spOccurrence
0.00,0.00,0.00,0.00,0.00,0.05,spOccurrence
0.00,0.00,0.00,1.00,0.36,0.00,spOccurrence
0.00,0.00,0.00,0.00,1.25,0.00,spOccurrence
0.19,0.00,0.00,0.00,1.25,0.12,spOccurrence
0.19,0.00,0.00,0.00,1.25,0.12,spOccurrence
0.19,0.00,0.00,0.00,1.25,0.12,spOccurrence
0.18,0.00,0.00,0.00,1.25,0.12,spOccurrence
0.18,0.00,0.00,0.00,1.25,0.12,spOccurrence
0.19,0.00,0.00,0.00,1.25,0.12,spOccurrence
0.19,0.00,0.00,0.00,1.25,0.12,spOccurrence
0.00,0.01,0.00,0.03,0.01,0.04,spOccurrence
0.00,0.00,0.00,0.00,0.00,0.06,spOccurrence
0.00,0.04,0.00,0.00,0.11,0.06,spOccurrence
0.02,0.00,0.00,0.00,1.44,0.00,spOccurrence
0.00,0.00,0.00,0.00,0.15,0.00,spOccurrence
0.00,0.00,0.11,0.03,0.02,0.00,spOccurrence
0.23,0.28,0.00,0.00,1.01,0.00,spOccurrence
0.23,0.28,0.00,0.00,1.01,0.00,spOccurrence
0.23,0.28,0.00,0.00,1.01,0.00,spOccurrence
0.23,0.28,0.00,0.00,1.01,0.00,spOccurrence
0.23,0.28,0.00,0.00,1.01,0.00,spOccurrence
0.23,0.28,0.00,0.00,1.01,0.00,spOccurrence
0.23,0.28,0.00,0.00,1.01,0.00,spOccurrence
0.23,0.28,0.00,0.00,1.01,0.00,spOccurrence
0.23,0.28,0.00,0.00,1.01,0.00,spOccurrence
0.00,0.00,0.00,0.13,0.40,0.00,spOccurrence
0.00,0.00,0.00,0.00,0.06,0.04,spOccurrence
0.00,0.25,0.00,0.00,1.06,0.00,spOccurrence
0.00,0.00,0.00,0.13,0.40,0.00,spOccurrence
0.00,0.00,0.00,0.00,1.36,0.00,spOccurrence
0.02,0.01,0.00,0.00,0.00,1.07,spOccurrence
0.00,0.00,0.00,1.00,0.00,0.25,spOccurrence
0.00,0.00,0.00,1.00,0.00,0.25,spOccurrence
0.00,0.00,0.00,0.00,0.04,0.03,spOccurrence
0.00,0.00,0.00,0.00,0.07,1.00,spOccurrence
0.00,0.00,0.00,0.02,0.06,0.00,spOccurrence
0.00,0.00,0.00,0.11,1.25,0.00,spOccurrence
0.00,0.00,0.00,0.00,0.04,1.00,spOccurrence
0.00,0.00,0.00,0.06,0.00,0.03,spOccurrence
0.25,0.00,0.00,0.00,0.17,1.03,spOccurrence
0.00,0.00,0.00,0.00,1.00,0.06,spOccurrence
0.16,0.03,0.00,0.07,1.29,0.07,spOccurrence
0.16,0.03,0.00,0.07,1.29,0.07,spOccurrence
0.16,0.03,0.00,0.07,1.29,0.07,spOccurrence
0.16,0.03,0.00,0.07,1.29,0.07,spOccurrence
0.16,0.03,0.00,0.07,1.29,0.07,spOccurrence
0.16,0.03,0.00,0.07,1.29,0.07,spOccurrence
0.16,0.03,0.00,0.07,1.29,0.07,spOccurrence
0.16,0.03,0.00,0.07,1.29,0.07,spOccurrence
0.16,0.03,0.00,0.07,1.29,0.07,spOccurrence
0.16,0.03,0.00,0.07,1.29,0.07,spOccurrence
0.16,0.03,0.00,0.07,1.29,0.07,spOccurrence
0.16,0.03,0.00,0.07,1.29,0.07,spOccurrence
0.00,0.00,1.00,0.00,0.46,0.02,spOccurrence
0.06,0.00,0.03,0.31,1.17,0.00,spOccurrence
0.00,0.00,0.00,0.00,0.25,0.03,spOccurrence
0.00,0.00,0.00,0.00,0.25,0.04,spOccurrence
0.13,0.02,0.00,0.36,1.03,0.00,spOccurrence
0.00,0.00,1.00,0.11,0.06,0.00,spOccurrence
0.06,0.00,0.00,0.00,0.00,1.00,spOccurrence
0.25,0.00,0.00,0.00,0.00,1.01,spOccurrence
0.00,0.00,0.06,0.02,0.25,0.00,spOccurrence
0.25,0.01,0.00,0.00,0.00,1.01,spOccurrence
0.00,0.00,0.00,0.00,0.10,0.00,spOccurrence
0.00,0.00,0.00,0.00,0.06,0.15,spOccurrence
0.01,0.01,0.01,0.32,0.22,1.03,spOccurrence
0.25,0.00,0.00,0.00,0.20,1.00,spOccurrence
0.06,0.00,0.00,0.00,0.00,0.36,spOccurrence
0.06,0.00,0.00,0.00,0.25,1.00,spOccurrence
0.04,0.00,0.02,0.01,1.00,0.14,spOccurrence
0.07,0.00,0.00,0.01,1.03,0.00,spOccurrence
0.25,0.00,0.00,0.00,1.00,0.00,spOccurrence
0.00,0.03,0.00,0.00,0.06,0.02,spOccurrence
0.00,0.04,0.01,0.02,0.12,0.03,spOccurrence
0.00,0.00,1.00,0.07,0.06,0.00,spOccurrence
0.01,0.04,0.00,0.03,1.01,0.00,spOccurrence
0.00,0.00,0.00,0.00,0.36,1.00,spOccurrence
0.16,0.03,0.00,0.07,1.29,0.07,spOccurrence
0.00,0.00,0.00,0.00,1.28,0.00,spOccurrence
0.00,0.00,0.00,0.04,0.00,0.11,spOccurrence
0.00,0.08,0.00,1.04,0.25,0.03,spOccurrence
0.27,0.00,0.00,0.00,0.07,1.11,spOccurrence
0.16,0.03,0.00,0.07,1.29,0.07,spOccurrence
0.16,0.03,0.00,0.07,1.29,0.07,spOccurrence
0.16,0.03,0.00,0.07,1.29,0.07,spOccurrence
0.00,0.00,0.00,0.00,0.28,0.00,spOccurrence
0.00,0.00,0.00,0.00,0.27,0.02,spOccurrence
0.02,0.00,0.00,0.00,0.06,0.00,spOccurrence
0.00,0.00,0.00,0.00,0.25,0.22,spOccurrence
0.00,0.00,0.00,0.00,0.15,0.06,spOccurrence
0.00,0.04,0.00,0.00,0.00,0.12,spOccurrence
0.06,0.00,0.13,0.02,1.07,0.01,spOccurrence
0.00,0.00,0.00,0.00,0.36,0.06,spOccurrence
0.00,0.00,0.00,0.00,1.25,0.04,spOccurrence
0.00,0.00,0.00,0.00,0.17,0.00,spOccurrence
0.00,0.00,0.00,0.00,1.11,0.00,spOccurrence
0.00,0.00,0.00,0.00,0.36,0.00,spOccurrence
0.00,0.00,0.00,0.00,0.00,0.46,spOccurrence
0.00,0.00,0.00,0.00,1.36,0.00,spOccurrence
0.00,0.00,0.00,0.25,0.00,1.00,spOccurrence
0.42,0.00,0.00,0.00,0.00,1.00,spOccurrence
0.00,0.11,0.00,1.00,0.25,0.00,spOccurrence
0.00,0.00,0.00,0.00,0.17,0.00,spOccurrence
0.00,0.00,0.00,0.00,0.00,0.36,spOccurrence
0.00,0.00,0.00,0.00,0.06,0.14,spOccurrence
0.10,0.00,0.00,0.00,0.00,1.00,spOccurrence
0.00,0.00,0.00,0.00,1.04,0.00,spOccurrence
0.00,0.00,0.00,0.00,1.04,0.00,spOccurrence
0.00,0.04,0.00,0.00,0.00,0.17,spOccurrence
0.00,0.00,0.00,0.00,0.06,0.25,spOccurrence
0.00,0.00,0.00,0.00,0.06,0.25,spOccurrence
0.00,0.00,0.00,0.00,0.06,0.25,spOccurrence
0.00,0.00,0.00,0.00,0.06,0.25,spOccurrence
0.00,0.00,0.00,0.00,1.06,0.00,spOccurrence
0.25,0.00,0.00,0.00,0.00,1.00,spOccurrence
0.00,0.25,0.00,0.04,0.01,1.03,spOccurrence
0.00,0.25,0.00,0.04,0.00,1.03,spOccurrence
0.00,0.00,0.00,0.00,0.00,1.25,spOccurrence
0.02,0.00,0.00,0.00,0.06,0.00,spOccurrence
0.00,0.17,0.00,0.00,0.01,1.00,spOccurrence
0.00,0.00,0.00,0.00,0.06,0.13,spOccurrence
0.00,0.00,0.00,0.00,0.06,0.13,spOccurrence
0.00,0.00,0.00,0.00,1.42,0.00,spOccurrence
0.00,0.00,0.00,0.00,0.21,0.00,spOccurrence
0.00,0.00,0.00,0.25,0.04,1.00,spOccurrence
0.01,0.04,1.00,0.00,0.00,0.06,spOccurrence
0.00,0.00,0.00,0.00,0.06,0.25,spOccurrence
0.02,0.00,0.01,1.00,0.42,0.07,spOccurrence
0.00,0.12,0.00,0.00,0.01,0.25,spOccurrence
0.16,0.03,0.00,0.07,1.29,0.07,spOccurrence
0.06,0.25,0.00,0.00,1.00,0.00,spOccurrence
0.00,0.00,0.00,0.00,0.36,0.07,spOccurrence
0.42,0.00,0.00,0.02,1.10,0.00,spOccurrence
0.00,0.00,0.00,0.25,0.00,1.00,spOccurrence
0.00,0.00,0.00,0.25,0.00,1.00,spOccurrence
0.00,0.00,0.00,0.25,0.00,1.00,spOccurrence
0.00,0.00,0.00,0.00,1.00,0.06,spOccurrence
0.00,0.00,0.00,1.00,0.06,0.25,spOccurrence
0.01,0.04,0.06,0.00,1.16,0.01,spOccurrence
0.00,0.11,0.00,0.00,1.25,0.00,spOccurrence
0.00,0.11,0.00,0.00,1.25,0.00,spOccurrence
0.00,0.00,0.00,0.00,0.20,0.00,spOccurrence
0.00,0.00,0.00,0.00,0.05,0.00,spOccurrence
0.00,0.00,0.00,0.00,0.34,0.00,spOccurrence
0.00,0.00,0.04,0.11,0.06,0.00,spOccurrence
0.00,0.00,0.00,0.00,0.10,0.00,spOccurrence
0.00,0.25,0.00,0.00,1.01,0.01,spOccurrence
0.00,0.00,0.00,0.00,0.11,1.04,spOccurrence
0.03,0.00,0.00,0.00,0.05,0.29,spOccurrence
0.00,0.00,0.00,0.06,0.11,1.00,spOccurrence
0.00,0.00,0.00,0.00,0.06,0.11,spOccurrence
0.00,0.00,0.00,0.00,0.36,0.00,spOccurrence
0.03,0.00,0.00,0.00,0.04,0.06,spOccurrence
0.25,0.00,0.00,0.00,0.04,1.11,spOccurrence
0.00,0.00,0.00,0.06,0.00,1.00,spOccurrence
0.11,0.00,0.00,0.00,0.09,1.25,spOccurrence
0.06,0.00,0.00,0.00,1.00,0.00,spOccurrence
0.09,0.00,0.00,0.00,0.36,0.00,spOccurrence
0.02,0.00,0.00,0.00,0.18,0.00,spOccurrence
0.00,0.11,0.00,0.00,0.00,1.25,spOccurrence
0.00,0.11,0.00,0.00,0.00,1.25,spOccurrence
0.00,0.00,0.00,0.00,0.11,1.00,spOccurrence
0.00,0.00,0.02,0.00,0.19,0.04,spOccurrence
0.03,0.00,0.04,0.00,0.45,1.01,spOccurrence
0.03,0.00,0.00,0.00,0.00,1.00,spOccurrence
0.00,0.00,0.00,0.00,0.36,1.06,spOccurrence
0.00,0.00,0.00,0.00,0.31,0.00,spOccurrence
0.00,0.00,0.00,0.00,0.17,0.00,spOccurrence
0.00,0.00,0.00,0.00,0.17,0.02,spOccurrence
0.02,0.13,0.00,0.00,0.00,0.25,spOccurrence
0.11,0.00,0.00,0.00,0.27,0.11,spOccurrence
0.00,0.00,0.00,0.00,1.00,0.25,spOccurrence
0.00,0.00,0.00,0.01,0.04,0.00,spOccurrence
0.05,0.03,0.02,0.11,0.06,0.25,spOccurrence
0.00,0.00,0.00,0.01,0.00,1.38,spOccurrence
0.00,0.00,0.00,0.11,0.06,0.06,spOccurrence
0.00,0.01,0.00,0.12,0.25,0.00,spOccurrence
0.00,0.00,0.00,0.00,1.37,0.00,spOccurrence
0.00,0.00,0.00,1.00,0.25,0.00,spOccurrence
0.00,0.00,0.00,0.00,0.03,0.04,spOccurrence
0.00,0.00,0.00,0.00,1.42,0.00,spOccurrence
0.00,0.00,0.00,0.00,0.09,1.00,spOccurrence
0.00,0.00,0.00,0.01,0.03,0.04,spOccurrence
0.00,0.00,0.00,0.11,1.29,0.07,spOccurrence
0.00,0.00,0.00,0.11,1.29,0.07,spOccurrence
0.00,0.00,0.00,0.00,0.00,1.25,spOccurrence
0.00,0.00,0.00,0.00,0.09,0.01,spOccurrence
0.17,0.01,0.00,0.00,0.07,1.00,spOccurrence
0.23,0.00,0.00,0.00,0.00,0.25,spOccurrence
0.00,0.00,0.01,0.00,0.00,0.11,spOccurrence
0.00,0.00,0.00,0.00,0.43,0.06,spOccurrence
0.00,0.00,0.00,0.28,0.00,0.01,spOccurrence
0.00,0.11,0.00,0.00,0.00,0.25,spOccurrence
0.00,0.00,0.00,0.00,0.10,0.16,spOccurrence
0.00,0.00,0.00,0.00,0.10,0.16,spOccurrence
0.00,0.00,0.06,0.04,0.02,0.00,spOccurrence
0.00,0.00,0.00,0.00,1.60,0.00,spOccurrence
0.00,0.00,0.00,0.00,1.03,0.00,spOccurrence
0.00,0.00,0.00,0.00,1.03,0.00,spOccurrence
0.06,0.00,0.00,0.11,0.00,1.00,spOccurrence
0.06,0.02,0.00,0.33,0.13,1.07,spOccurrence
0.04,0.06,0.00,0.34,0.12,1.01,spOccurrence
0.04,0.06,0.00,0.34,0.12,1.01,spOccurrence
0.04,0.06,0.00,0.34,0.12,1.01,spOccurrence
0.04,0.06,0.00,0.34,0.12,1.01,spOccurrence
0.05,0.00,0.00,0.00,0.01,0.07,spOccurrence
0.00,0.00,0.00,0.00,0.03,0.04,spOccurrence
0.04,0.01,0.00,0.00,0.26,0.00,spOccurrence
0.00,0.00,0.00,0.25,0.00,1.00,spOccurrence
0.00,0.01,0.00,0.01,0.00,1.37,spOccurrence
0.00,0.00,0.00,1.29,0.09,0.00,spOccurrence
0.00,0.00,0.00,0.00,1.00,0.31,spOccurrence
0.00,0.00,0.00,0.00,0.29,0.11,spOccurrence
0.00,0.06,0.00,0.00,0.04,1.00,spOccurrence
0.03,0.00,0.00,0.17,0.01,0.27,spOccurrence
0.05,0.01,0.00,0.26,1.00,0.06,spOccurrence
0.00,0.00,0.00,0.00,1.42,0.00,spOccurrence
0.00,0.00,0.00,0.00,1.09,0.00,spOccurrence
0.00,0.00,0.00,0.11,0.04,0.00,spOccurrence
0.00,0.00,0.00,0.00,1.42,0.00,spOccurrence
0.00,0.00,0.00,0.02,0.03,0.00,spOccurrence
0.00,0.00,0.00,0.00,1.00,0.25,spOccurrence
0.00,0.00,0.00,0.11,0.06,0.00,spOccurrence
0.03,0.00,0.00,0.00,0.02,0.04,spOccurrence
0.00,0.00,0.00,0.00,1.04,0.00,spOccurrence
0.00,0.00,0.00,0.00,0.03,0.01,spOccurrence
0.03,0.00,0.00,0.00,0.00,1.00,spOccurrence
0.00,0.00,0.00,0.04,0.00,1.00,spOccurrence
0.00,0.00,0.00,0.00,1.25,0.00,spOccurrence
0.06,0.00,0.00,0.01,0.12,0.02,spOccurrence
0.01,0.00,0.00,0.00,0.27,0.00,spOccurrence
0.00,0.00,0.00,0.00,0.15,0.00,spOccurrence
0.00,0.00,0.00,0.00,1.06,0.00,spOccurrence
0.00,0.00,0.00,0.00,0.47,0.00,spOccurrence
0.00,0.00,0.00,0.00,0.55,0.00,spOccurrence
0.01,0.00,0.00,0.00,0.27,0.00,spOccurrence
0.00,0.03,0.00,0.00,0.00,0.29,spOccurrence
0.00,0.03,0.00,0.00,0.04,0.00,spOccurrence
0.00,0.00,1.00,0.00,0.00,0.31,spOccurrence
0.03,0.00,0.00,0.00,0.00,0.36,spOccurrence
0.00,0.00,0.00,0.00,1.03,0.00,spOccurrence
0.00,0.00,0.00,0.00,0.17,0.00,spOccurrence
0.00,0.00,0.00,0.00,0.29,0.00,spOccurrence
0.00,0.00,0.00,0.00,0.25,0.11,spOccurrence
0.00,0.00,0.00,0.00,0.07,0.02,spOccurrence
0.00,0.00,0.00,0.03,0.02,0.00,spOccurrence
0.00,0.00,0.00,0.00,1.52,0.00,spOccurrence
0.00,0.00,0.00,0.00,0.20,0.00,spOccurrence
0.00,0.00,0.00,0.00,0.03,0.04,spOccurrence
0.00,0.11,0.00,0.00,1.25,0.00,spOccurrence
0.00,0.00,0.00,0.00,0.13,0.00,spOccurrence
0.00,0.00,0.00,0.00,0.06,0.03,spOccurrence
0.16,0.03,0.00,0.07,1.29,0.07,spOccurrence
0.16,0.03,0.00,0.07,1.29,0.07,spOccurrence
0.16,0.03,0.00,0.07,1.29,0.07,spOccurrence
0.00,0.00,0.00,0.00,0.47,0.01,spOccurrence
0.00,0.06,0.00,0.00,0.11,0.25,spOccurrence
0.00,0.01,0.00,0.00,0.04,0.20,spOccurrence
0.00,0.00,0.00,1.00,0.25,0.00,spOccurrence
0.23,0.00,0.00,0.00,0.00,0.25,spOccurrence
0.04,0.00,0.00,0.00,0.31,0.00,spOccurrence
0.00,0.00,0.00,0.25,0.00,1.00,spOccurrence
0.00,0.00,0.00,0.00,0.27,0.15,spOccurrence
0.17,0.26,0.00,0.04,1.03,0.03,spOccurrence
0.00,0.00,0.00,0.00,0.06,0.00,spOccurrence
0.00,0.00,0.00,0.00,0.08,0.36,spOccurrence
0.25,0.11,0.06,0.00,0.03,1.00,spOccurrence
0.00,0.00,0.00,0.00,0.25,0.11,spOccurrence
0.00,0.00,0.00,0.00,0.36,0.00,spOccurrence
0.00,0.00,0.06,0.00,0.11,0.00,spOccurrence
0.00,0.00,0.00,0.00,0.00,1.25,spOccurrence
0.00,0.00,0.00,0.00,0.03,0.04,spOccurrence
0.15,0.00,0.00,0.06,0.02,0.26,spOccurrence
0.11,0.00,0.00,0.00,0.17,0.02,spOccurrence
0.00,0.00,0.00,0.00,0.28,0.00,spOccurrence
0.00,0.06,0.00,0.00,0.04,1.00,spOccurrence
0.00,0.00,0.00,0.00,0.00,0.05,spOccurrence
0.00,0.00,0.00,0.00,1.36,0.04,spOccurrence
0.00,0.00,0.00,0.00,0.27,0.02,spOccurrence
0.00,0.00,0.00,0.00,0.36,0.00,spOccurrence
0.00,0.00,0.00,0.00,0.09,0.00,spOccurrence
0.00,0.00,0.06,0.00,0.00,1.00,spOccurrence
0.00,0.00,0.00,0.00,0.10,0.00,spOccurrence
0.00,0.00,0.00,0.00,0.29,0.00,spOccurrence
0.03,0.00,0.01,0.00,0.11,0.11,spOccurrence
0.00,0.00,0.00,0.00,0.37,0.00,spOccurrence
0.00,0.00,0.00,0.00,0.15,0.02,spOccurrence
0.00,0.00,0.00,0.00,0.00,1.06,spOccurrence
0.07,0.02,0.03,0.04,1.27,0.18,spOccurrence
0.00,0.00,0.00,0.00,1.06,0.00,spOccurrence
0.01,0.00,0.00,0.00,0.27,0.00,spOccurrence
0.00,0.17,0.00,0.00,0.01,1.00,spOccurrence
0.04,0.00,0.02,0.06,0.11,0.26,spOccurrence
0.01,0.00,0.00,0.04,1.12,0.07,spOccurrence
0.00,0.36,0.00,0.00,1.00,0.06,spOccurrence
0.00,0.09,0.00,0.00,0.11,0.25,spOccurrence
0.00,0.09,0.00,0.00,0.11,0.25,spOccurrence
0.00,0.09,0.00,0.00,0.11,0.25,spOccurrence
0.00,0.09,0.00,0.00,0.11,0.25,spOccurrence
0.00,0.00,0.00,0.00,0.02,1.07,spOccurrence
0.00,0.00,0.00,0.00,0.06,1.00,spOccurrence
0.00,0.06,0.00,0.00,0.12,0.04,spOccurrence
0.00,0.00,0.00,0.00,1.00,0.06,spOccurrence
0.01,0.00,0.00,0.00,0.03,0.02,spOccurrence
0.00,0.01,0.00,0.00,0.01,0.00,spOccurrence
0.00,0.00,0.00,0.00,1.04,0.00,spOccurrence
0.00,0.00,0.01,0.01,0.25,0.13,spOccurrence
0.09,0.07,0.00,0.32,0.12,1.02,spOccurrence
0.00,0.00,0.00,0.00,0.00,0.29,spOccurrence
0.25,0.00,0.00,0.00,1.02,0.01,spOccurrence
0.04,0.00,0.25,0.00,0.12,0.07,spOccurrence
0.02,0.02,0.00,0.01,0.25,0.04,spOccurrence
0.04,0.00,0.00,0.00,0.00,1.00,spOccurrence
0.00,0.00,1.00,0.00,0.17,0.00,spOccurrence
0.16,0.03,0.00,0.07,1.29,0.07,spOccurrence
0.31,0.04,0.00,0.11,1.05,0.12,spOccurrence
0.16,0.03,0.00,0.07,1.29,0.07,spOccurrence
0.16,0.03,0.00,0.07,1.29,0.07,spOccurrence
0.16,0.03,0.00,0.07,1.29,0.07,spOccurrence
0.16,0.03,0.00,0.07,1.29,0.07,spOccurrence
0.00,0.00,0.00,0.00,0.10,1.00,spOccurrence
0.00,0.00,0.00,0.00,0.04,0.03,spOccurrence
0.00,0.00,0.00,0.00,0.14,0.00,spOccurrence
0.00,0.00,0.00,0.00,1.40,0.11,spOccurrence
0.00,0.00,0.00,0.27,0.11,1.00,spOccurrence
0.00,0.00,0.00,0.00,1.28,0.00,spOccurrence
0.11,0.00,0.00,0.00,1.00,0.02,spOccurrence
0.00,0.00,0.00,0.00,1.06,0.00,spOccurrence
0.00,0.00,0.00,0.11,0.10,0.25,spOccurrence
0.00,0.00,0.00,0.00,0.03,0.04,spOccurrence
0.00,0.02,0.00,0.00,0.01,0.10,spOccurrence
0.00,0.00,0.00,0.00,0.39,0.00,spOccurrence
0.00,0.00,0.00,0.00,1.11,0.00,spOccurrence
0.06,0.00,0.00,0.00,1.25,0.00,spOccurrence
0.00,0.00,0.06,0.04,0.02,0.00,spOccurrence
0.00,0.00,0.00,1.02,0.25,0.00,spOccurrence
0.00,0.00,0.00,0.00,0.36,0.04,spOccurrence
0.00,0.00,0.00,0.00,1.06,0.00,spOccurrence
0.00,0.00,0.00,0.00,1.06,0.00,spOccurrence
0.00,0.00,0.00,0.00,1.06,0.00,spOccurrence
0.00,0.00,0.00,1.00,0.00,0.36,spOccurrence
0.00,0.00,0.00,0.00,0.03,0.04,spOccurrence
0.12,0.00,0.00,0.00,0.26,0.00,spOccurrence
0.00,0.00,0.00,0.00,1.44,0.00,spOccurrence
0.06,0.00,0.00,0.00,0.06,1.00,spOccurrence
0.03,0.26,0.00,0.00,1.01,0.02,spOccurrence
0.00,0.00,0.00,0.00,0.03,0.04,spOccurrence
0.00,0.00,0.00,0.00,0.17,1.00,spOccurrence
0.02,0.00,0.07,0.03,0.02,0.04,spOccurrence
0.00,0.00,0.00,0.00,0.51,0.00,spOccurrence
0.10,0.00,0.00,0.00,0.17,0.25,spOccurrence
0.00,0.00,0.00,0.00,0.06,0.03,spOccurrence
0.00,0.00,0.00,0.11,1.00,0.13,spOccurrence
0.00,0.00,0.00,0.00,0.10,0.00,spOccurrence
0.00,0.00,0.00,1.00,0.25,0.00,spOccurrence
0.00,0.00,0.00,0.00,0.24,0.00,spOccurrence
0.00,0.00,0.00,0.00,0.25,0.04,spOccurrence
0.00,0.00,0.00,0.00,1.37,0.03,spOccurrence
0.53,0.00,0.00,0.00,1.00,0.00,spOccurrence
0.00,0.06,0.00,0.00,1.00,0.04,spOccurrence
0.49,0.00,0.00,0.00,1.00,0.00,spOccurrence
0.00,0.00,0.00,0.00,0.28,0.00,spOccurrence
0.25,0.11,0.00,0.00,0.00,1.06,spOccurrence
0.25,0.00,0.00,0.00,0.11,1.00,spOccurrence
0.03,0.00,0.00,0.00,0.04,0.00,spOccurrence
0.02,0.12,0.00,0.00,1.00,0.08,spOccurrence
0.00,0.00,0.00,0.05,1.01,0.00,spOccurrence
0.25,0.00,0.00,0.00,1.00,0.00,spOccurrence
0.25,0.00,0.00,0.00,1.00,0.00,spOccurrence
0.00,0.00,0.00,0.00,1.00,0.02,spOccurrence
0.00,0.00,0.00,0.01,0.11,0.00,spOccurrence
0.11,0.00,0.00,0.00,1.06,0.00,spOccurrence
0.11,0.00,0.00,0.00,1.06,0.00,spOccurrence
0.11,0.00,0.00,0.00,1.06,0.00,spOccurrence
1.42,0.00,0.00,0.00,0.00,0.00,geneData
0.15,0.00,0.31,0.00,0.00,0.00,geneData
0.15,0.00,0.31,0.00,0.00,0.00,geneData
1.31,0.00,0.11,0.02,0.03,0.04,geneData
1.25,0.00,0.00,0.04,0.00,0.00,geneData
1.00,0.11,0.04,0.31,0.00,0.00,geneData
0.11,0.00,0.00,0.35,0.00,0.00,geneData
0.00,0.00,1.00,0.00,0.46,0.00,geneData
1.24,0.00,0.00,0.25,0.01,0.00,geneData
0.28,0.00,0.00,0.00,1.17,0.00,geneData
1.42,0.00,0.00,0.00,0.00,0.00,geneData
0.20,0.25,0.00,0.08,0.01,1.01,geneData
1.17,0.00,0.25,0.02,0.00,0.00,geneData
0.49,0.00,0.00,0.00,0.00,0.00,geneData
1.04,0.11,0.00,0.25,0.00,0.00,geneData
0.23,0.25,0.01,0.09,0.03,1.00,geneData
0.17,0.00,0.00,0.00,0.00,0.11,geneData
0.18,0.00,0.00,0.00,0.00,0.11,geneData
0.17,0.00,0.00,0.00,0.00,0.11,geneData
0.18,0.00,0.00,0.00,0.00,0.11,geneData
0.17,0.00,0.00,0.00,0.00,0.11,geneData
0.16,0.00,0.00,0.00,0.00,0.11,geneData
0.17,0.00,0.00,0.00,0.00,0.11,geneData
0.06,0.00,0.00,1.11,0.00,0.00,geneData
0.42,0.00,0.00,0.00,0.00,0.00,geneData
1.25,0.00,0.11,0.03,0.00,0.00,geneData
0.00,0.00,1.00,0.13,0.00,0.00,geneData
1.00,0.00,0.25,0.09,0.00,0.00,geneData
1.51,0.00,0.01,0.00,0.01,0.00,geneData
1.49,0.00,0.00,0.00,0.02,0.00,geneData
1.49,0.00,0.00,0.00,0.02,0.00,geneData
0.00,0.11,0.00,0.06,1.25,0.00,geneData
0.30,0.00,0.01,0.00,0.00,0.00,geneData
1.42,0.00,0.04,0.00,0.00,0.00,geneData
1.53,0.00,0.01,0.00,0.00,0.00,geneData
0.25,0.00,0.00,0.01,0.00,0.00,geneData
0.49,0.00,0.00,0.00,0.00,0.00,geneData
0.25,0.00,0.00,0.01,0.00,0.00,geneData
0.00,0.36,0.00,0.00,1.00,0.00,geneData
1.36,0.00,0.00,0.00,0.00,0.06,geneData
0.18,0.06,0.00,0.04,0.00,0.25,geneData
0.29,0.00,1.00,0.00,0.00,0.00,geneData
0.00,0.00,0.25,0.03,0.17,1.00,geneData
0.09,0.05,0.00,0.02,1.26,0.07,geneData
0.16,0.12,0.01,0.04,0.01,0.26,geneData
0.09,0.05,0.00,0.02,1.26,0.07,geneData
0.09,0.05,0.00,0.02,1.26,0.07,geneData
0.09,0.05,0.00,0.02,1.26,0.07,geneData
0.09,0.05,0.00,0.02,1.26,0.07,geneData
0.09,0.05,0.00,0.02,1.26,0.07,geneData
0.09,0.05,0.00,0.02,1.26,0.07,geneData
0.09,0.05,0.00,0.02,1.26,0.07,geneData
0.16,0.12,0.01,0.04,0.01,0.26,geneData
0.09,0.05,0.00,0.02,1.26,0.07,geneData
0.09,0.05,0.00,0.02,1.26,0.07,geneData
0.09,0.05,0.00,0.02,1.26,0.07,geneData
0.09,0.05,0.00,0.02,1.26,0.07,geneData
1.42,0.03,0.06,0.00,0.00,0.03,geneData
